Date,windspeed,ratedpoweroutput,SCORE,CorrectedScore
2006-07-02 20:40:00,4.560, 0.900, 0.064,0.064
2006-07-02 20:50:00,5.130, 1.479, 0.484,0.484
2006-07-02 21:00:00,4.860, 1.212, 0.104,0.104
2006-07-02 21:10:00,5.060, 1.407, 0.959,0.959
2006-07-02 21:20:00,5.180, 1.536, 0.000,0.000
2006-07-02 21:30:00,4.180, 0.594, 0.000,0.000
2006-07-02 21:40:00,4.660, 1.005, 0.000,0.000
2006-07-02 21:50:00,12.420,22.572,22.245,22.245
2006-07-02 22:00:00,13.680,26.766,27.050,27.050
2006-07-02 22:10:00,12.360,22.497,21.936,21.936
2006-07-02 22:20:00,10.030,13.392,13.418,13.418
2006-07-02 22:30:00,8.230, 7.380, 8.533,8.533
2006-07-02 22:40:00,7.190, 4.833, 5.085,5.085
2006-07-02 22:50:00,6.720, 3.855, 3.121,3.121
2006-07-02 23:00:00,5.820, 2.436, 2.050,2.050
2006-07-02 23:10:00,6.030, 2.748, 3.059,3.059
2006-07-02 23:20:00,6.560, 3.546, 4.077,4.077
2006-07-02 23:30:00,5.750, 2.328, 0.000,0.000
2006-07-02 23:40:00,5.730, 2.292, 2.694,2.694
2006-07-02 23:50:00,5.940, 2.598, 2.538,2.538
2006-07-03 00:00:00,7.910, 6.510, 7.827,7.827
2006-07-03 00:10:00,8.170, 7.230, 7.575,7.575
2006-07-03 00:20:00,8.250, 7.431, 5.214,5.214
2006-07-03 00:30:00,9.180,10.293, 9.154,9.154
2006-07-03 00:40:00,10.080,13.548,13.548,13.548
2006-07-03 00:50:00,10.400,14.835,11.351,11.351
2006-07-03 01:00:00,10.140,13.788,14.574,14.574
2006-07-03 01:10:00,9.620,11.775,11.010,11.010
2006-07-03 01:20:00,9.460,11.187, 8.991,8.991
2006-07-03 01:30:00,8.800, 8.841, 8.654,8.654
2006-07-03 01:40:00,7.830, 6.156, 6.610,6.610
2006-07-03 01:50:00,7.900, 6.345, 2.883,2.883
2006-07-03 02:00:00,8.360, 7.596, 6.590,6.590
2006-07-03 02:10:00,7.930, 6.387, 7.769,7.769
2006-07-03 02:20:00,7.380, 5.115, 4.961,4.961
2006-07-03 02:30:00,8.140, 7.002, 6.470,6.470
2006-07-03 02:40:00,8.370, 7.659, 7.858,7.858
2006-07-03 02:50:00,8.420, 7.779, 6.476,6.476
2006-07-03 03:00:00,8.370, 7.635, 6.499,6.499
2006-07-03 03:10:00,7.500, 5.361, 6.241,6.241
2006-07-03 03:20:00,6.590, 3.501, 3.056,3.056
2006-07-03 03:30:00,6.330, 3.114, 3.836,3.836
2006-07-03 03:40:00,7.160, 4.677, 3.360,3.360
2006-07-03 03:50:00,8.320, 7.521, 5.056,5.056
2006-07-03 04:00:00,8.940, 9.354, 8.469,8.469
2006-07-03 04:10:00,8.720, 8.646, 9.769,9.769
2006-07-03 04:20:00,7.910, 6.417, 7.390,7.390
2006-07-03 04:30:00,7.240, 4.866, 4.709,4.709
2006-07-03 04:40:00,6.700, 3.762, 3.094,3.094
2006-07-03 04:50:00,6.480, 3.363, 0.444,0.444
2006-07-03 05:00:00,6.600, 3.555, 3.119,3.119
2006-07-03 05:10:00,7.060, 4.497, 4.296,4.296
2006-07-03 05:20:00,7.140, 4.668, 5.502,5.502
2006-07-03 05:30:00,6.890, 4.152, 4.996,4.996
2006-07-03 05:40:00,6.650, 3.654, 2.346,2.346
2006-07-03 05:50:00,6.530, 3.432, 3.378,3.378
2006-07-03 06:00:00,6.380, 3.213, 2.206,2.206
2006-07-03 06:10:00,6.110, 2.820, 0.149,0.149
2006-07-03 06:20:00,6.030, 2.691, 2.015,2.015
2006-07-03 06:30:00,6.260, 3.039, 0.000,0.000
2006-07-03 06:40:00,6.190, 2.931, 2.656,2.656
2006-07-03 06:50:00,5.830, 2.394, 2.185,2.185
2006-07-03 07:00:00,5.470, 1.878, 2.226,2.226
2006-07-03 07:10:00,5.410, 1.809, 1.231,1.231
2006-07-03 07:20:00,5.300, 1.695, 0.854,0.854
2006-07-03 07:30:00,5.480, 1.884, 0.421,0.421
2006-07-03 07:40:00,5.640, 2.109, 2.221,2.221
2006-07-03 07:50:00,5.740, 2.259, 1.382,1.382
2006-07-03 08:00:00,5.720, 2.235, 0.141,0.141
2006-07-03 08:10:00,5.860, 2.439, 0.278,0.278
2006-07-03 08:20:00,6.160, 2.877, 3.109,3.109
2006-07-03 08:30:00,6.320, 3.114, 3.197,3.197
2006-07-03 08:40:00,6.460, 3.333, 1.147,1.147
2006-07-03 08:50:00,6.660, 3.666, 4.326,4.326
2006-07-03 09:00:00,6.890, 4.131, 3.837,3.837
2006-07-03 09:10:00,7.060, 4.503, 4.420,4.420
2006-07-03 09:20:00,7.550, 5.508, 4.734,4.734
2006-07-03 09:30:00,8.110, 6.966, 4.816,4.816
2006-07-03 09:40:00,8.140, 7.050, 6.651,6.651
2006-07-03 09:50:00,7.980, 6.615, 6.144,6.144
2006-07-03 10:00:00,7.810, 6.171, 7.324,7.324
2006-07-03 10:10:00,7.770, 6.039, 2.371,2.371
2006-07-03 10:20:00,7.580, 5.583, 5.834,5.834
2006-07-03 10:30:00,7.200, 4.812, 4.636,4.636
2006-07-03 10:40:00,6.840, 4.050, 4.384,4.384
2006-07-03 10:50:00,6.720, 3.798, 3.072,3.072
2006-07-03 11:00:00,6.520, 3.426, 0.902,0.902
2006-07-03 11:10:00,6.300, 3.102, 1.976,1.976
2006-07-03 11:20:00,6.000, 2.661, 1.747,1.747
2006-07-03 11:30:00,6.020, 2.685, 3.454,3.454
2006-07-03 11:40:00,6.230, 2.994, 3.221,3.221
2006-07-03 11:50:00,6.290, 3.087, 2.897,2.897
2006-07-03 12:00:00,6.120, 2.835, 0.000,0.000
2006-07-03 12:10:00,6.180, 2.925, 2.875,2.875
2006-07-03 12:20:00,6.210, 2.967, 3.886,3.886
2006-07-03 12:30:00,6.140, 2.874, 2.565,2.565
2006-07-03 12:40:00,6.010, 2.676, 1.417,1.417
2006-07-03 12:50:00,5.820, 2.385, 1.435,1.435
2006-07-03 13:00:00,5.750, 2.295, 1.767,1.767
2006-07-03 13:10:00,5.640, 2.118, 2.071,2.071
2006-07-03 13:20:00,5.570, 2.022, 1.812,1.812
2006-07-03 13:30:00,5.470, 1.887, 1.709,1.709
2006-07-03 13:40:00,5.210, 1.611, 1.491,1.491
2006-07-03 13:50:00,4.710, 1.092, 1.571,1.571
2006-07-03 14:00:00,4.670, 1.050, 1.013,1.013
2006-07-03 14:10:00,4.920, 1.308, 1.590,1.590
2006-07-03 14:20:00,4.990, 1.386, 1.328,1.328
2006-07-03 14:30:00,5.050, 1.446, 1.177,1.177
2006-07-03 14:40:00,5.130, 1.521, 2.528,2.528
2006-07-03 14:50:00,4.850, 1.236, 0.000,0.000
2006-07-03 15:00:00,4.650, 1.029, 1.396,1.396
2006-07-03 15:10:00,4.280, 0.687, 0.000,0.000
2006-07-03 15:20:00,4.010, 0.501, 0.253,0.253
2006-07-03 15:30:00,3.920, 0.432, 1.074,1.074
2006-07-03 15:40:00,3.910, 0.426, 0.432,0.432
2006-07-03 15:50:00,3.930, 0.441, 0.559,0.559
2006-07-03 16:00:00,3.960, 0.462, 0.819,0.819
2006-07-03 16:10:00,3.920, 0.435, 1.318,1.318
2006-07-03 16:20:00,3.700, 0.276, 0.000,0.000
2006-07-03 16:30:00,3.410, 0.072, 0.835,0.835
2006-07-03 16:40:00,3.220, 0.000, 0.000,0.000
2006-07-03 16:50:00,3.100, 0.000, 0.000,0.000
2006-07-03 17:00:00,2.970, 0.000, 0.000,0.000
2006-07-03 17:10:00,2.990, 0.000, 0.000,0.000
2006-07-03 17:20:00,3.140, 0.000, 0.000,0.000
2006-07-03 17:30:00,3.480, 0.120, 0.662,0.662
2006-07-03 17:40:00,3.690, 0.270, 0.000,0.000
2006-07-03 17:50:00,3.600, 0.201, 0.000,0.000
2006-07-03 18:00:00,3.550, 0.171, 0.000,0.000
2006-07-03 18:10:00,3.600, 0.204, 0.275,0.275
2006-07-03 18:20:00,3.700, 0.273, 0.000,0.000
2006-07-03 18:30:00,3.630, 0.222, 0.529,0.529
2006-07-03 18:40:00,3.510, 0.141, 0.000,0.000
2006-07-03 18:50:00,3.510, 0.138, 0.000,0.000
2006-07-03 19:00:00,3.790, 0.336, 0.000,0.000
2006-07-03 19:10:00,4.320, 0.708, 0.000,0.000
2006-07-03 19:20:00,4.700, 1.065, 0.000,0.000
2006-07-03 19:30:00,4.920, 1.290, 0.000,0.000
2006-07-03 19:40:00,5.150, 1.521, 1.179,1.179
2006-07-03 19:50:00,5.620, 2.055, 2.650,2.650
2006-07-03 20:00:00,6.220, 2.931, 3.418,3.418
2006-07-03 20:10:00,6.550, 3.423, 3.868,3.868
2006-07-03 20:20:00,6.560, 3.432, 2.147,2.147
2006-07-03 20:30:00,6.430, 3.246, 3.615,3.615
2006-07-03 20:40:00,6.260, 3.000, 0.171,0.171
2006-07-03 20:50:00,6.400, 3.201, 2.755,2.755
2006-07-03 21:00:00,6.730, 3.753, 4.325,4.325
2006-07-03 21:10:00,6.940, 4.185, 4.332,4.332
2006-07-03 21:20:00,6.800, 3.897, 0.000,0.000
2006-07-03 21:30:00,6.070, 2.718, 1.565,1.565
2006-07-03 21:40:00,5.580, 1.998, 1.993,1.993
2006-07-03 21:50:00,5.320, 1.707, 1.043,1.043
2006-07-03 22:00:00,5.320, 1.698, 1.526,1.526
2006-07-03 22:10:00,4.270, 0.669, 0.366,0.366
2006-07-03 22:20:00,3.030, 0.000, 0.000,0.000
2006-07-03 22:30:00,0.160, 0.000, 0.000,0.000
2006-07-03 22:40:00,9.020, 9.603, 8.924,8.924
2006-07-03 22:50:00,7.620, 5.637, 5.243,5.243
2006-07-03 23:00:00,7.550, 5.493, 5.105,5.105
2006-07-03 23:10:00,6.220, 2.970, 1.833,1.833
2006-07-03 23:20:00,5.540, 1.968, 2.120,2.120
2006-07-03 23:30:00,4.470, 0.843, 1.124,1.124
2006-07-03 23:40:00,3.060, 0.000, 0.000,0.000
2006-07-03 23:50:00,10.030,13.299, 9.707,9.707
2006-07-04 00:00:00,10.830,16.626,13.895,13.895
2006-07-04 00:10:00,8.560, 8.286, 9.039,9.039
2006-07-04 00:20:00,8.060, 6.918, 5.680,5.680
2006-07-04 00:30:00,8.230, 7.398, 8.444,8.444
2006-07-04 00:40:00,8.910, 9.435, 8.331,8.331
2006-07-04 00:50:00,7.670, 5.871, 5.869,5.869
2006-07-04 01:00:00,7.520, 5.535, 5.183,5.183
2006-07-04 01:10:00,5.790, 2.388, 2.489,2.489
2006-07-04 01:20:00,6.370, 3.252, 3.312,3.312
2006-07-04 01:30:00,6.170, 2.964, 2.862,2.862
2006-07-04 01:40:00,6.400, 3.303, 3.243,3.243
2006-07-04 01:50:00,5.640, 2.166, 3.244,3.244
2006-07-04 02:00:00,5.070, 1.503, 0.707,0.707
2006-07-04 02:10:00,5.220, 1.653, 0.503,0.503
2006-07-04 02:20:00,5.050, 1.476, 1.174,1.174
2006-07-04 02:30:00,4.800, 1.218, 0.000,0.000
2006-07-04 02:40:00,4.550, 0.963, 0.810,0.810
2006-07-04 02:50:00,4.310, 0.729, 0.000,0.000
2006-07-04 03:00:00,5.020, 1.455, 1.605,1.605
2006-07-04 03:10:00,4.770, 1.188, 1.254,1.254
2006-07-04 03:20:00,5.320, 1.761, 1.829,1.829
2006-07-04 03:30:00,4.830, 1.257, 0.000,0.000
2006-07-04 03:40:00,5.490, 1.956, 0.000,0.000
2006-07-04 03:50:00,6.560, 3.573, 2.420,2.420
2006-07-04 04:00:00,7.430, 5.382, 5.349,5.349
2006-07-04 04:10:00,6.940, 4.359, 4.044,4.044
2006-07-04 04:20:00,5.900, 2.568, 2.021,2.021
2006-07-04 04:30:00,6.520, 3.489, 3.228,3.228
2006-07-04 04:40:00,5.570, 2.058, 2.293,2.293
2006-07-04 04:50:00,5.180, 1.608, 1.942,1.942
2006-07-04 05:00:00,5.740, 2.319, 1.514,1.514
2006-07-04 05:10:00,6.120, 2.889, 1.655,1.655
2006-07-04 05:20:00,6.370, 3.258, 3.272,3.272
2006-07-04 05:30:00,7.180, 4.821, 4.582,4.582
2006-07-04 05:40:00,6.860, 4.164, 4.884,4.884
2006-07-04 05:50:00,6.520, 3.486, 3.307,3.307
2006-07-04 06:00:00,6.430, 3.357, 4.376,4.376
2006-07-04 06:10:00,5.610, 2.136, 1.446,1.446
2006-07-04 06:20:00,5.890, 2.547, 2.353,2.353
2006-07-04 06:30:00,6.590, 3.630, 3.096,3.096
2006-07-04 06:40:00,7.490, 5.508, 5.037,5.037
2006-07-04 06:50:00,7.190, 4.878, 5.128,5.128
2006-07-04 07:00:00,7.000, 4.488, 4.319,4.319
2006-07-04 07:10:00,7.100, 4.695, 4.312,4.312
2006-07-04 07:20:00,7.280, 5.076, 3.139,3.139
2006-07-04 07:30:00,7.320, 5.163, 4.477,4.477
2006-07-04 07:40:00,7.270, 5.049, 4.649,4.649
2006-07-04 07:50:00,7.160, 4.839, 5.586,5.586
2006-07-04 08:00:00,7.010, 4.527, 4.653,4.653
2006-07-04 08:10:00,7.160, 4.827, 4.701,4.701
2006-07-04 08:20:00,7.000, 4.491, 3.874,3.874
2006-07-04 08:30:00,6.750, 3.966, 3.098,3.098
2006-07-04 08:40:00,6.450, 3.405, 3.089,3.089
2006-07-04 08:50:00,6.070, 2.838, 2.290,2.290
2006-07-04 09:00:00,5.380, 1.827, 2.017,2.017
2006-07-04 09:10:00,4.770, 1.197, 0.000,0.000
2006-07-04 09:20:00,4.740, 1.170, 1.690,1.690
2006-07-04 09:30:00,4.480, 0.900, 1.196,1.196
2006-07-04 09:40:00,3.450, 0.129, 0.000,0.000
2006-07-04 09:50:00,2.900, 0.000, 0.000,0.000
2006-07-04 10:00:00,3.000, 0.000, 0.000,0.000
2006-07-04 10:10:00,3.220, 0.000, 0.000,0.000
2006-07-04 10:20:00,3.790, 0.372, 0.101,0.101
2006-07-04 10:30:00,4.880, 1.308, 1.491,1.491
2006-07-04 10:40:00,4.830, 1.251, 1.630,1.630
2006-07-04 10:50:00,4.890, 1.320, 1.168,1.168
2006-07-04 11:00:00,4.790, 1.209, 1.403,1.403
2006-07-04 11:10:00,4.530, 0.942, 0.465,0.465
2006-07-04 11:20:00,4.190, 0.651, 0.110,0.110
2006-07-04 11:30:00,3.300, 0.018, 0.000,0.000
2006-07-04 11:40:00,4.170, 0.633, 0.000,0.000
2006-07-04 11:50:00,4.710, 1.128, 1.784,1.784
2006-07-04 12:00:00,5.280, 1.719, 2.156,2.156
2006-07-04 12:10:00,5.630, 2.151, 2.670,2.670
2006-07-04 12:20:00,5.420, 1.863, 1.545,1.545
2006-07-04 12:30:00,5.000, 1.428, 0.951,0.951
2006-07-04 12:40:00,2.590, 0.000, 0.000,0.000
2006-07-04 12:50:00,2.750, 0.000, 0.000,0.000
2006-07-04 13:00:00,2.890, 0.000, 0.000,0.000
2006-07-04 13:10:00,2.770, 0.000, 0.000,0.000
2006-07-04 13:20:00,2.930, 0.000, 0.000,0.000
2006-07-04 13:30:00,2.950, 0.000, 0.000,0.000
2006-07-04 13:40:00,2.950, 0.000, 0.000,0.000
2006-07-04 14:00:00,3.210, 0.000, 0.000,0.000
2006-07-04 13:50:00,3.000, 0.000, 0.000,0.000
2006-07-04 14:10:00,3.470, 0.135, 0.000,0.000
2006-07-04 14:20:00,3.520, 0.171, 0.126,0.126
2006-07-04 14:30:00,3.530, 0.183, 0.000,0.000
2006-07-04 14:40:00,3.440, 0.117, 0.026,0.026
2006-07-04 14:50:00,3.280, 0.003, 0.000,0.000
2006-07-04 15:00:00,3.100, 0.000, 0.000,0.000
2006-07-04 15:10:00,3.210, 0.000, 0.000,0.000
2006-07-04 15:20:00,3.470, 0.135, 0.146,0.146
2006-07-04 15:30:00,3.590, 0.219, 0.000,0.000
2006-07-04 15:40:00,3.520, 0.171, 0.000,0.000
2006-07-04 15:50:00,3.480, 0.141, 1.611,1.611
2006-07-04 16:00:00,3.340, 0.042, 0.000,0.000
2006-07-04 16:10:00,3.280, 0.003, 0.000,0.000
2006-07-04 16:20:00,3.190, 0.000, 0.000,0.000
2006-07-04 16:30:00,3.130, 0.000, 0.000,0.000
2006-07-04 16:40:00,2.960, 0.000, 0.000,0.000
2006-07-04 16:50:00,2.880, 0.000, 0.000,0.000
2006-07-04 17:00:00,3.030, 0.000, 0.000,0.000
2006-07-04 17:10:00,3.210, 0.000, 0.000,0.000
2006-07-04 17:20:00,3.280, 0.000, 0.000,0.000
2006-07-04 17:30:00,3.330, 0.027, 0.000,0.000
2006-07-04 17:40:00,3.420, 0.090, 0.283,0.283
2006-07-04 17:50:00,3.600, 0.216, 0.000,0.000
2006-07-04 18:00:00,3.740, 0.312, 0.463,0.463
2006-07-04 18:10:00,3.910, 0.429, 0.725,0.725
2006-07-04 18:20:00,4.150, 0.600, 0.000,0.000
2006-07-04 18:30:00,4.290, 0.702, 0.000,0.000
2006-07-04 18:40:00,4.350, 0.741, 0.874,0.874
2006-07-04 18:50:00,4.370, 0.753, 0.000,0.000
2006-07-04 19:00:00,4.460, 0.834, 1.078,1.078
2006-07-04 19:10:00,4.520, 0.897, 0.000,0.000
2006-07-04 19:20:00,4.610, 0.987, 0.000,0.000
2006-07-04 19:30:00,4.630, 1.008, 1.541,1.541
2006-07-04 19:40:00,4.670, 1.047, 1.082,1.082
2006-07-04 19:50:00,4.700, 1.074, 0.026,0.026
2006-07-04 20:00:00,4.640, 1.014, 1.322,1.322
2006-07-04 20:10:00,4.650, 1.026, 0.000,0.000
2006-07-04 20:20:00,4.660, 1.041, 1.615,1.615
2006-07-04 20:30:00,4.760, 1.140, 1.624,1.624
2006-07-04 20:40:00,4.830, 1.209, 1.630,1.630
2006-07-04 20:50:00,4.910, 1.296, 0.888,0.888
2006-07-04 21:00:00,5.010, 1.395, 0.330,0.330
2006-07-04 21:10:00,4.980, 1.365, 1.506,1.506
2006-07-04 21:20:00,5.040, 1.419, 0.819,0.819
2006-07-04 21:30:00,5.130, 1.515, 1.654,1.654
2006-07-04 21:40:00,5.240, 1.626, 1.236,1.236
2006-07-04 21:50:00,5.270, 1.659, 2.030,2.030
2006-07-04 22:00:00,5.380, 1.773, 2.060,2.060
2006-07-04 22:10:00,5.510, 1.911, 0.000,0.000
2006-07-04 22:20:00,5.440, 1.830, 1.764,1.764
2006-07-04 22:30:00,5.380, 1.776, 1.072,1.072
2006-07-04 22:40:00,5.370, 1.761, 1.689,1.689
2006-07-04 22:50:00,5.380, 1.773, 2.378,2.378
2006-07-04 23:00:00,5.370, 1.758, 0.506,0.506
2006-07-04 23:10:00,5.590, 2.028, 1.697,1.697
2006-07-04 23:20:00,5.570, 1.995, 1.428,1.428
2006-07-04 23:30:00,5.570, 1.998, 1.895,1.895
2006-07-04 23:40:00,5.550, 1.971, 1.216,1.216
2006-07-04 23:50:00,5.470, 1.863, 1.238,1.238
2006-07-05 00:00:00,5.530, 1.947, 1.194,1.194
2006-07-05 00:10:00,5.760, 2.289, 2.115,2.115
2006-07-05 00:20:00,5.940, 2.559, 0.000,0.000
2006-07-05 00:30:00,6.310, 3.096, 3.431,3.431
2006-07-05 00:40:00,6.620, 3.576, 0.000,0.000
2006-07-05 00:50:00,6.830, 4.011, 3.463,3.463
2006-07-05 01:00:00,7.590, 5.610, 5.696,5.696
2006-07-05 01:10:00,8.200, 7.257, 7.808,7.808
2006-07-05 01:20:00,8.130, 7.053, 0.000,0.000
2006-07-05 01:30:00,7.840, 6.267, 5.386,5.386
2006-07-05 01:40:00,7.360, 5.157, 3.106,3.106
2006-07-05 01:50:00,6.970, 4.332, 0.690,0.690
2006-07-05 02:00:00,6.790, 3.957, 3.733,3.733
2006-07-05 02:10:00,6.870, 4.128, 4.870,4.870
2006-07-05 02:20:00,7.320, 5.082, 4.990,4.990
2006-07-05 02:30:00,7.920, 6.510, 4.311,4.311
2006-07-05 02:40:00,7.910, 6.489, 4.852,4.852
2006-07-05 02:50:00,7.690, 5.886, 4.037,4.037
2006-07-05 03:00:00,7.560, 5.589, 1.769,1.769
2006-07-05 03:10:00,7.440, 5.358, 4.632,4.632
2006-07-05 03:20:00,7.280, 5.016, 3.653,3.653
2006-07-05 03:30:00,7.080, 4.611, 4.672,4.672
2006-07-05 03:40:00,7.030, 4.515, 4.553,4.553
2006-07-05 03:50:00,6.940, 4.332, 4.467,4.467
2006-07-05 04:00:00,6.860, 4.170, 3.761,3.761
2006-07-05 04:10:00,6.830, 4.110, 3.734,3.734
2006-07-05 04:20:00,6.840, 4.116, 3.220,3.220
2006-07-05 04:30:00,6.450, 3.381, 3.117,3.117
2006-07-05 04:40:00,6.420, 3.327, 3.780,3.780
2006-07-05 04:50:00,6.350, 3.237, 3.054,3.054
2006-07-05 05:00:00,5.900, 2.562, 2.227,2.227
2006-07-05 05:10:00,5.820, 2.439, 2.983,2.983
2006-07-05 05:20:00,5.840, 2.469, 1.587,1.587
2006-07-05 05:30:00,5.670, 2.223, 1.247,1.247
2006-07-05 05:40:00,5.850, 2.487, 0.979,0.979
2006-07-05 05:50:00,6.260, 3.108, 1.338,1.338
2006-07-05 06:00:00,6.420, 3.351, 3.212,3.212
2006-07-05 06:10:00,6.550, 3.531, 2.626,2.626
2006-07-05 06:20:00,6.660, 3.783, 2.510,2.510
2006-07-05 06:30:00,6.320, 3.201, 2.608,2.608
2006-07-05 06:40:00,6.360, 3.252, 3.829,3.829
2006-07-05 06:50:00,6.600, 3.648, 4.048,4.048
2006-07-05 07:00:00,6.780, 4.023, 3.670,3.670
2006-07-05 07:10:00,6.920, 4.323, 4.328,4.328
2006-07-05 07:20:00,7.080, 4.665, 4.511,4.511
2006-07-05 07:30:00,6.950, 4.380, 4.965,4.965
2006-07-05 07:40:00,7.010, 4.521, 4.518,4.518
2006-07-05 07:50:00,7.190, 4.893, 4.422,4.422
2006-07-05 08:00:00,7.360, 5.235, 5.038,5.038
2006-07-05 08:10:00,7.200, 4.917, 5.517,5.517
2006-07-05 08:20:00,6.980, 4.449, 2.634,2.634
2006-07-05 08:30:00,6.760, 3.993, 3.135,3.135
2006-07-05 08:40:00,6.680, 3.828, 3.694,3.694
2006-07-05 08:50:00,6.580, 3.609, 2.603,2.603
2006-07-05 09:00:00,6.500, 3.465, 4.411,4.411
2006-07-05 09:10:00,6.290, 3.159, 0.000,0.000
2006-07-05 09:20:00,6.300, 3.165, 3.416,3.416
2006-07-05 09:30:00,6.390, 3.309, 4.955,4.955
2006-07-05 09:40:00,6.770, 4.017, 2.805,2.805
2006-07-05 09:50:00,7.290, 5.094, 4.417,4.417
2006-07-05 10:00:00,7.590, 5.730, 5.487,5.487
2006-07-05 10:10:00,7.420, 5.373, 5.091,5.091
2006-07-05 10:20:00,7.260, 5.037, 4.418,4.418
2006-07-05 10:30:00,7.270, 5.058, 5.998,5.998
2006-07-05 10:40:00,7.160, 4.821, 3.875,3.875
2006-07-05 10:50:00,7.160, 4.833, 5.555,5.555
2006-07-05 11:00:00,7.090, 4.683, 5.019,5.019
2006-07-05 11:10:00,7.020, 4.545, 4.675,4.675
2006-07-05 11:20:00,6.770, 4.011, 2.795,2.795
2006-07-05 11:30:00,6.670, 3.801, 3.651,3.651
2006-07-05 11:40:00,6.960, 4.404, 4.437,4.437
2006-07-05 11:50:00,6.990, 4.464, 4.099,4.099
2006-07-05 12:00:00,6.900, 4.278, 4.877,4.877
2006-07-05 12:10:00,6.730, 3.927, 0.548,0.548
2006-07-05 12:20:00,6.510, 3.495, 3.563,3.563
2006-07-05 12:30:00,6.570, 3.606, 3.955,3.955
2006-07-05 12:40:00,6.850, 4.194, 3.733,3.733
2006-07-05 12:50:00,7.100, 4.716, 4.757,4.757
2006-07-05 13:00:00,7.120, 4.761, 4.664,4.664
2006-07-05 13:10:00,7.150, 4.818, 4.706,4.706
2006-07-05 13:20:00,7.160, 4.833, 5.010,5.010
2006-07-05 13:30:00,7.000, 4.509, 3.984,3.984
2006-07-05 13:40:00,6.570, 3.591, 3.504,3.504
2006-07-05 13:50:00,6.200, 3.024, 0.000,0.000
2006-07-05 14:00:00,5.840, 2.481, 1.403,1.403
2006-07-05 14:10:00,5.670, 2.229, 2.410,2.410
2006-07-05 14:20:00,5.480, 1.941, 0.816,0.816
2006-07-05 14:30:00,5.100, 1.533, 0.942,0.942
2006-07-05 14:40:00,5.090, 1.521, 1.018,1.018
2006-07-05 14:50:00,5.310, 1.743, 0.000,0.000
