Date(YYYY-MM-DD hh:mm:ss),AvgWindSpeed,AvgWindDirection
2006-01-01 00:00:00,1.282,88.1
2006-01-01 00:10:00,2.637,111.9
2006-01-01 00:20:00,3.498,101.7
2006-01-01 00:30:00,1.732,134.1
2006-01-01 00:40:00,2.63,159.7
2006-01-01 00:50:00,1.706,111.5
2006-01-01 01:00:00,3.768,155.8
2006-01-01 01:10:00,3.158,127.3
2006-01-01 01:20:00,3.021,119.1
2006-01-01 01:30:00,2.989,117.3
2006-01-01 01:40:00,.992,87.3
2006-01-01 01:50:00,1.491,75.1
2006-01-01 02:00:00,1.894,158.3
2006-01-01 02:10:00,1.6,122.9
2006-01-01 02:20:00,2.995,77.3
2006-01-01 02:30:00,3.882,72.9
2006-01-01 02:40:00,3.473,314.2
2006-01-01 02:50:00,2.995,93.8
2006-01-01 03:00:00,1.74,243
2006-01-01 03:10:00,5.97,157.7
2006-01-01 03:20:00,2.463,180.3
2006-01-01 03:30:00,3.592,148.5
2006-01-01 03:40:00,2.696,132.8
2006-01-01 03:50:00,2.543,11.12
2006-01-01 04:00:00,2.556,84.8
2006-01-01 04:10:00,1.716,119
2006-01-01 04:20:00,2.445,138.3
2006-01-01 04:30:00,2.779,92.4
2006-01-01 04:40:00,3.235,115.8
2006-01-01 04:50:00,4.243,86.2
2006-01-01 05:00:00,2.474,95.3
2006-01-01 05:10:00,1.66,88.6
2006-01-01 05:20:00,2.24,148.4
2006-01-01 05:30:00,2.501,120
2006-01-01 05:40:00,.793,241.5
2006-01-01 05:50:00,4.846,33.13
2006-01-01 06:00:00,1.161,59.7
2006-01-01 06:10:00,1.936,15.18
2006-01-01 06:20:00,3.769,26.39
2006-01-01 06:30:00,3.08,23.22
2006-01-01 06:40:00,2.887,342
2006-01-01 06:50:00,4.047,345.4
2006-01-01 07:00:00,3.896,350.7
2006-01-01 07:10:00,2.44,337.2
2006-01-01 07:20:00,1.68,346
2006-01-01 07:30:00,2.579,341.4
2006-01-01 07:40:00,3.067,340.1
2006-01-01 07:50:00,3.358,313
2006-01-01 08:00:00,5.667,286.1
2006-01-01 08:10:00,7.11,298.1
2006-01-01 08:20:00,7.24,300
2006-01-01 08:30:00,7.62,311.9
2006-01-01 08:40:00,9.57,316.9
2006-01-01 08:50:00,13.86,322.1
2006-01-01 09:00:00,12.49,306
2006-01-01 09:10:00,11.95,327.6
2006-01-01 09:20:00,13.45,300.9
2006-01-01 09:30:00,8.49,299.5
2006-01-01 09:40:00,8.69,297.7
2006-01-01 09:50:00,11.67,299.1
2006-01-01 10:00:00,12.76,317.9
2006-01-01 10:10:00,14.77,310
2006-01-01 10:20:00,13.83,313.8
2006-01-01 10:30:00,15.74,314
2006-01-01 10:40:00,16.78,294
2006-01-01 10:50:00,13.2,330
2006-01-01 11:00:00,13.01,297.9
2006-01-01 11:10:00,8.47,306.4
2006-01-01 11:20:00,16.53,299
2006-01-01 11:30:00,15.52,301.7
2006-01-01 11:40:00,18.91,296
2006-01-01 11:50:00,11.5,316.9
2006-01-01 12:00:00,13.03,327.1
2006-01-01 12:10:00,14.92,320.2
2006-01-01 12:20:00,15.55,312.7
2006-01-01 12:30:00,18.82,298.8
2006-01-01 12:40:00,19.75,294.8
2006-01-01 12:50:00,20.6,293.1
2006-01-01 13:00:00,16.32,288.3
2006-01-01 13:10:00,15.01,294.9
2006-01-01 13:20:00,16.64,291.1
2006-01-01 13:30:00,19.91,294.6
2006-01-01 13:40:00,19.59,288.2
2006-01-01 13:50:00,16.54,288.3
2006-01-01 14:00:00,16.39,296.7
2006-01-01 14:10:00,19.61,293.3
2006-01-01 14:20:00,20.94,295.9
2006-01-01 14:30:00,14.96,321.7
2006-01-01 14:40:00,16.05,291
2006-01-01 14:50:00,15.69,287.1
2006-01-01 15:00:00,15.72,287.6
2006-01-01 15:10:00,15.67,285.2
2006-01-01 15:20:00,13.08,289
2006-01-01 15:30:00,12.14,297.2
2006-01-01 15:40:00,10.72,289.9
2006-01-01 15:50:00,12.24,298.4
2006-01-01 16:00:00,9.86,303.4
2006-01-01 16:10:00,11.17,300.6
2006-01-01 16:20:00,12.35,290.8
2006-01-01 16:30:00,14.1,290.2
2006-01-01 16:40:00,13,295.4
2006-01-01 16:50:00,15.1,284.4
2006-01-01 17:00:00,16.19,295.3
2006-01-01 17:10:00,12.57,312.9
2006-01-01 17:20:00,7.33,291.6
2006-01-01 17:30:00,10.95,286.8
2006-01-01 17:40:00,10.96,299.5
2006-01-01 17:50:00,12.16,295.6
2006-01-01 18:00:00,12.61,300.3
2006-01-01 18:10:00,10.38,290.2
2006-01-01 18:20:00,14.08,303.5
2006-01-01 18:30:00,14.1,306.7
2006-01-01 18:40:00,13.55,320.8
2006-01-01 18:50:00,10.23,301.6
2006-01-01 19:00:00,8.43,270.2
2006-01-01 19:10:00,2.474,313
2006-01-01 19:20:00,7.54,290.5
2006-01-01 19:30:00,9.28,298.9
2006-01-01 19:40:00,7.53,280.3
2006-01-01 19:50:00,8.47,275.8
2006-01-01 20:00:00,6.601,319.4
2006-01-01 20:10:00,5.084,305.2
2006-01-01 20:20:00,8.27,282.5
2006-01-01 20:30:00,7.75,273.5
2006-01-01 20:40:00,8.5,271
2006-01-01 20:50:00,8.17,286.6
2006-01-01 21:00:00,8.5,290.4
2006-01-01 21:10:00,3.872,324.8
2006-01-01 21:20:00,5.819,284.7
2006-01-01 21:30:00,4.312,270.6
2006-01-01 21:40:00,3.756,129.9
2006-01-01 21:50:00,3.664,79.6
2006-01-01 22:00:00,4.118,108
2006-01-01 22:10:00,4.154,109.7
2006-01-01 22:20:00,4.002,87.9
2006-01-01 22:30:00,2.502,10.02
2006-01-01 22:40:00,9.56,294.1
2006-01-01 22:50:00,10.97,319.6
2006-01-01 23:00:00,11.55,310.9
2006-01-01 23:10:00,11.3,324.1
2006-01-01 23:20:00,7.88,281.9
2006-01-01 23:30:00,7.89,288.5
2006-01-01 23:40:00,11.13,319.5
2006-01-01 23:50:00,11.21,326.4
2006-01-02 00:00:00,11.68,320.8
2006-01-02 00:10:00,9.52,317.3
2006-01-02 00:20:00,6.298,324.7
2006-01-02 00:30:00,8.19,320.7
2006-01-02 00:40:00,8.48,315.4
2006-01-02 00:50:00,6.24,301.9
2006-01-02 01:00:00,4.325,317.4
2006-01-02 01:10:00,2.774,267.7
2006-01-02 01:20:00,4.905,319.2
2006-01-02 01:30:00,2.788,328.8
2006-01-02 01:40:00,4.297,332.2
2006-01-02 01:50:00,2.392,302.8
2006-01-02 02:00:00,3.751,340.9
2006-01-02 02:10:00,3.436,346.8
2006-01-02 02:20:00,5.57,348.1
2006-01-02 02:30:00,4.678,348
2006-01-02 02:40:00,3.223,342.7
2006-01-02 02:50:00,7.24,355.4
2006-01-02 03:00:00,5.265,345.3
2006-01-02 03:10:00,1.36,176
2006-01-02 03:20:00,3.649,94
2006-01-02 03:30:00,1.242,93.2
2006-01-02 03:40:00,2.426,18.81
2006-01-02 03:50:00,4.305,.898
2006-01-02 04:00:00,4.79,359.7
2006-01-02 04:10:00,3.388,357.6
2006-01-02 04:20:00,3.682,4.757
2006-01-02 04:30:00,4.77,10.92
2006-01-02 04:40:00,3.635,26.92
2006-01-02 04:50:00,2.65,17.67
2006-01-02 05:00:00,4.55,353.4
2006-01-02 05:10:00,5.034,357.8
2006-01-02 05:20:00,5.403,3.944
2006-01-02 05:30:00,6.002,18.78
2006-01-02 05:40:00,5.536,20.36
2006-01-02 05:50:00,3.319,14.44
2006-01-02 06:00:00,4.395,16.83
2006-01-02 06:10:00,5.321,13.44
2006-01-02 06:20:00,3.165,135.8
2006-01-02 06:30:00,3.517,98.4
2006-01-02 06:40:00,2.204,117.5
2006-01-02 06:50:00,2.428,121.7
2006-01-02 07:00:00,1.31,75.5
2006-01-02 07:10:00,1.701,87.5
2006-01-02 07:20:00,1.953,93
2006-01-02 07:30:00,1.238,101.7
2006-01-02 07:40:00,1.083,96.1
2006-01-02 07:50:00,1.597,131.8
2006-01-02 08:00:00,.902,92.5
2006-01-02 08:10:00,2.129,70.8
2006-01-02 08:20:00,2.486,33.26
2006-01-02 08:30:00,1.827,49.63
2006-01-02 08:40:00,.839,48.94
2006-01-02 08:50:00,1.091,40.29
2006-01-02 09:00:00,1.206,168
2006-01-02 09:10:00,3.545,159.9
2006-01-02 09:20:00,2.345,183.5
2006-01-02 09:30:00,2.518,174.6
2006-01-02 09:40:00,5.533,130.3
2006-01-02 09:50:00,3.539,164.8
2006-01-02 10:00:00,2.432,241.7
2006-01-02 10:10:00,1.219,245.3
2006-01-02 10:20:00,2.812,300.7
2006-01-02 10:30:00,2.763,4.053
2006-01-02 10:40:00,.987,52.97
2006-01-02 10:50:00,3.153,199.1
2006-01-02 11:00:00,2.616,225.9
2006-01-02 11:10:00,5.44,196.2
2006-01-02 11:20:00,9.61,230.6
2006-01-02 11:30:00,11.4,236.7
2006-01-02 11:40:00,12.12,246.4
2006-01-02 11:50:00,12.76,263.2
2006-01-02 12:00:00,12.34,270.3
2006-01-02 12:10:00,9.32,293.5
2006-01-02 12:20:00,7.24,276.5
2006-01-02 12:30:00,8.13,261.4
2006-01-02 12:40:00,6.162,320.3
2006-01-02 12:50:00,8.77,200.5
2006-01-02 13:00:00,10.44,211
2006-01-02 13:10:00,10.31,192.2
2006-01-02 13:20:00,10.58,203.4
2006-01-02 13:30:00,12.82,193.9
2006-01-02 13:40:00,11.37,207.3
2006-01-02 13:50:00,11.63,186.8
2006-01-02 14:00:00,10.01,181.8
2006-01-02 14:10:00,10.48,188.1
2006-01-02 14:20:00,13.13,186
2006-01-02 14:30:00,9.04,194.3
2006-01-02 14:40:00,9.28,187.7
2006-01-02 14:50:00,8.08,186.8
2006-01-02 15:00:00,8.68,189
2006-01-02 15:10:00,7.79,185.9
2006-01-02 15:20:00,6.535,210.1
2006-01-02 15:30:00,6.554,192.4
2006-01-02 15:40:00,5.537,192.8
2006-01-02 15:50:00,6.256,185.9
2006-01-02 16:00:00,6.806,194.5
2006-01-02 16:10:00,5.981,189.2
2006-01-02 16:20:00,6.538,178.2
2006-01-02 16:30:00,5.695,173.1
2006-01-02 16:40:00,6.471,180.8
2006-01-02 16:50:00,7.35,179.9
2006-01-02 17:00:00,5.905,166.9
2006-01-02 17:10:00,6.012,170.8
2006-01-02 17:20:00,4.338,144.6
2006-01-02 17:30:00,3.245,106.3
2006-01-02 17:40:00,3.141,116.7
2006-01-02 17:50:00,3.091,127.9
2006-01-02 18:00:00,3.591,150.7
2006-01-02 18:10:00,5.292,156
2006-01-02 18:20:00,3.001,164.6
2006-01-02 18:30:00,2.476,123
2006-01-02 18:40:00,2.665,151.8
2006-01-02 18:50:00,4.276,130.6
2006-01-02 19:00:00,3.386,125.7
2006-01-02 19:10:00,1.657,133.8
2006-01-02 19:20:00,1.805,139.5
2006-01-02 19:30:00,1.817,100.3
2006-01-02 19:40:00,2.341,150.8
2006-01-02 19:50:00,4.131,150.2
2006-01-02 20:00:00,6.139,161.7
2006-01-02 20:10:00,5.179,187.7
2006-01-02 20:20:00,3.289,142.4
2006-01-02 20:30:00,3.811,121.4
2006-01-02 20:40:00,1.35,104.5
2006-01-02 20:50:00,2.53,179.3
2006-01-02 21:00:00,4.341,145.9
2006-01-02 21:10:00,4.784,157
2006-01-02 21:20:00,5.632,158.3
2006-01-02 21:30:00,5.088,169.2
2006-01-02 21:40:00,5.411,165.4
2006-01-02 21:50:00,3.291,163.6
2006-01-02 22:00:00,2.678,170.5
2006-01-02 22:10:00,2.781,177.9
2006-01-02 22:20:00,4.144,157
2006-01-02 22:30:00,1.938,153
2006-01-02 22:40:00,2.817,168.8
2006-01-02 22:50:00,3.364,153.9
2006-01-02 23:00:00,2.867,154.7
2006-01-02 23:10:00,2.578,130.3
2006-01-02 23:20:00,3.172,146.4
2006-01-02 23:30:00,3.701,145.2
2006-01-02 23:40:00,2.065,105.3
2006-01-02 23:50:00,1.45,109.8
2006-01-03 00:00:00,1.599,140.7
2006-01-03 00:10:00,1.794,123.7
2006-01-03 00:20:00,2.509,122.1
2006-01-03 00:30:00,3.05,118.1
2006-01-03 00:40:00,2.616,117.2
2006-01-03 00:50:00,3.872,112.1
2006-01-03 01:00:00,4.511,105.9
2006-01-03 01:10:00,1.119,228.9
2006-01-03 01:20:00,3.7,123.7
2006-01-03 01:30:00,3.599,139.3
2006-01-03 01:40:00,3.38,139.2
2006-01-03 01:50:00,2.101,142.1
2006-01-03 02:00:00,2.115,129.4
2006-01-03 02:10:00,3.293,124.8
2006-01-03 02:20:00,2.016,125.2
2006-01-03 02:30:00,1.164,129
2006-01-03 02:40:00,2.69,133.6
2006-01-03 02:50:00,1.356,147.5
2006-01-03 03:00:00,1.864,157.8
2006-01-03 03:10:00,1.352,110.2
2006-01-03 03:20:00,1.402,126.8
2006-01-03 03:30:00,2.557,113.3
2006-01-03 03:40:00,1.751,143.2
2006-01-03 03:50:00,2.019,134.8
2006-01-03 04:00:00,2.827,111.5
2006-01-03 04:10:00,2.163,131.7
2006-01-03 04:20:00,1.73,117
2006-01-03 04:30:00,1.245,64.15
2006-01-03 04:40:00,2.919,115.4
2006-01-03 04:50:00,4.412,118.9
2006-01-03 05:00:00,2.642,112.2
2006-01-03 05:10:00,1.399,92.2
2006-01-03 05:20:00,1.811,123.8
2006-01-03 05:30:00,.943,8.04
2006-01-03 05:40:00,3.06,124.9
2006-01-03 05:50:00,3.305,111.9
2006-01-03 06:00:00,2.542,141.5
2006-01-03 06:10:00,3.365,162.3
2006-01-03 06:20:00,2.149,126.9
2006-01-03 06:30:00,4.375,134.6
2006-01-03 06:40:00,3.83,144.3
2006-01-03 06:50:00,5.721,140.1
2006-01-03 07:00:00,4.548,157.4
2006-01-03 07:10:00,4.635,147.6
2006-01-03 07:20:00,4.705,158.2
2006-01-03 07:30:00,4.659,147.7
2006-01-03 07:40:00,5.348,152.6
2006-01-03 07:50:00,9.78,222.1
2006-01-03 08:00:00,11.13,219.3
2006-01-03 08:10:00,9.76,202.5
2006-01-03 08:20:00,8.65,215.6
2006-01-03 08:30:00,8.12,216.2
2006-01-03 08:40:00,5.817,197.9
2006-01-03 08:50:00,5.204,204.6
2006-01-03 09:00:00,3.557,196.6
2006-01-03 09:10:00,3.895,195.1
2006-01-03 09:20:00,4.108,200.6
2006-01-03 09:30:00,4.68,281
2006-01-03 09:40:00,6.356,295.8
2006-01-03 09:50:00,5.426,288.5
2006-01-03 10:00:00,8.96,272.3
2006-01-03 10:10:00,7.06,251.5
2006-01-03 10:20:00,8.62,267.9
2006-01-03 10:30:00,7,265.4
2006-01-03 10:40:00,5.456,277.4
2006-01-03 10:50:00,6.477,264.9
2006-01-03 11:00:00,6.453,245.4
2006-01-03 11:10:00,8.64,256.5
2006-01-03 11:20:00,10.51,251.9
2006-01-03 11:30:00,11.22,292.2
2006-01-03 11:40:00,14.47,309
2006-01-03 11:50:00,13.36,296.1
2006-01-03 12:00:00,6.92,297.2
2006-01-03 12:10:00,10.92,303.1
2006-01-03 12:20:00,8.08,293.5
2006-01-03 12:30:00,7.31,283.1
2006-01-03 12:40:00,8.7,294.4
2006-01-03 12:50:00,12.44,317.5
2006-01-03 13:00:00,10.31,290.4
2006-01-03 13:10:00,11,290.2
2006-01-03 13:20:00,9.47,285.2
2006-01-03 13:30:00,7.28,326.1
2006-01-03 13:40:00,6.53,292.7
2006-01-03 13:50:00,11.01,316
2006-01-03 14:00:00,11.55,321.1
2006-01-03 14:10:00,9.92,319.4
2006-01-03 14:20:00,8.28,320.8
2006-01-03 14:30:00,10.97,319.8
2006-01-03 14:40:00,8.87,288.7
2006-01-03 14:50:00,8.14,289.3
2006-01-03 15:00:00,6.413,270.4
2006-01-03 15:10:00,7.35,297.6
2006-01-03 15:20:00,9.08,287.6
2006-01-03 15:30:00,12.34,312
2006-01-03 15:40:00,9.13,312.6
2006-01-03 15:50:00,9.17,330.8
2006-01-03 16:00:00,8.82,326.5
2006-01-03 16:10:00,10.86,317
2006-01-03 16:20:00,10.99,296.7
2006-01-03 16:30:00,9.94,303.1
2006-01-03 16:40:00,8.19,298.9
2006-01-03 16:50:00,8.61,308.8
2006-01-03 17:00:00,8.53,316.2
2006-01-03 17:10:00,10.3,311.8
2006-01-03 17:20:00,6.194,322.9
2006-01-03 17:30:00,8.86,328
2006-01-03 17:40:00,7.31,327.9
2006-01-03 17:50:00,9.13,324
2006-01-03 18:00:00,7.54,338
2006-01-03 18:10:00,10,333.3
2006-01-03 18:20:00,7.81,327.4
2006-01-03 18:30:00,9.03,324
2006-01-03 18:40:00,7.21,329.7
2006-01-03 18:50:00,10.85,298.7
2006-01-03 19:00:00,2.499,330.2
2006-01-03 19:10:00,4.725,296.7
2006-01-03 19:20:00,4.275,336.8
2006-01-03 19:30:00,7.2,331.8
2006-01-03 19:40:00,6.731,338.1
2006-01-03 19:50:00,7.95,347.1
2006-01-03 20:00:00,5.993,341.7
2006-01-03 20:10:00,5.171,346.2
2006-01-03 20:20:00,4.58,354.5
2006-01-03 20:30:00,4.659,358.2
2006-01-03 20:40:00,5.394,2.635
2006-01-03 20:50:00,5.388,3.008
2006-01-03 21:00:00,4.678,357.4
2006-01-03 21:10:00,6.646,8.82
2006-01-03 21:20:00,6.314,4.011
2006-01-03 21:30:00,6.936,359.5
2006-01-03 21:40:00,6.663,357.6
2006-01-03 21:50:00,6.049,353.9
2006-01-03 22:00:00,4.636,350.2
2006-01-03 22:10:00,5.578,349.5
2006-01-03 22:20:00,7.71,356.5
2006-01-03 22:30:00,6.839,350.8
2006-01-03 22:40:00,6.635,337.1
2006-01-03 22:50:00,8.32,337.8
2006-01-03 23:00:00,8.21,339
2006-01-03 23:10:00,4.428,339.5
2006-01-03 23:20:00,2.742,333
2006-01-03 23:30:00,3.087,325.8
2006-01-03 23:40:00,1.982,347.8
2006-01-03 23:50:00,3.333,112.4
2006-01-04 00:00:00,3.32,66.62
2006-01-04 00:10:00,1.094,58.01
2006-01-04 00:20:00,1.362,89.5
2006-01-04 00:30:00,2.143,149.7
2006-01-04 00:40:00,2.263,94.8
2006-01-04 00:50:00,2.479,326
2006-01-04 01:00:00,3.164,346.9
2006-01-04 01:10:00,4.866,342.1
2006-01-04 01:20:00,3.954,.321
2006-01-04 01:30:00,2.299,344.1
2006-01-04 01:40:00,.964,254.2
2006-01-04 01:50:00,1.85,11.51
2006-01-04 02:00:00,3.915,344.8
2006-01-04 02:10:00,3.286,11.88
2006-01-04 02:20:00,1.325,81.2
2006-01-04 02:30:00,.903,34.24
2006-01-04 02:40:00,2.043,21.49
2006-01-04 02:50:00,2.112,14.57
2006-01-04 03:00:00,1.616,9.33
2006-01-04 03:10:00,2.556,24.36
2006-01-04 03:20:00,1.273,95
2006-01-04 03:30:00,.832,59.5
2006-01-04 03:40:00,1.127,121.8
2006-01-04 03:50:00,1.612,97.1
2006-01-04 04:00:00,.795,64.73
2006-01-04 04:10:00,.794,130.4
2006-01-04 04:20:00,.792,158.5
2006-01-04 04:30:00,.792,230
2006-01-04 04:40:00,.793,194.9
2006-01-04 04:50:00,1.095,35.47
2006-01-04 05:00:00,1.338,97.3
2006-01-04 05:10:00,1.005,57.28
2006-01-04 05:20:00,.793,123.8
2006-01-04 05:30:00,1.479,101.1
2006-01-04 05:40:00,1.314,123.8
2006-01-04 05:50:00,1.859,90.2
2006-01-04 06:00:00,1.458,53.44
2006-01-04 06:10:00,1.096,339.2
2006-01-04 06:20:00,2.482,38.74
2006-01-04 06:30:00,1.717,44.7
2006-01-04 06:40:00,2.165,43.67
2006-01-04 06:50:00,1.489,44.97
2006-01-04 07:00:00,2.091,6.396
2006-01-04 07:10:00,.901,140.3
2006-01-04 07:20:00,.792,32.23
2006-01-04 07:30:00,2.73,91.4
2006-01-04 07:40:00,2.475,356.4
2006-01-04 07:50:00,1.142,2.297
2006-01-04 08:00:00,1.091,327.1
2006-01-04 08:10:00,.903,77.4
2006-01-04 08:20:00,1.265,326.8
2006-01-04 08:30:00,.853,139.2
2006-01-04 08:40:00,1.195,319.6
2006-01-04 08:50:00,1.321,233.2
2006-01-04 09:00:00,1.769,250.3
2006-01-04 09:10:00,2.596,350
2006-01-04 09:20:00,2.539,343.3
2006-01-04 09:30:00,4.357,320.3
2006-01-04 09:40:00,4.362,285.2
2006-01-04 09:50:00,6.6,294
2006-01-04 10:00:00,5.625,295.6
2006-01-04 10:10:00,6.688,295.8
2006-01-04 10:20:00,9.01,286.4
2006-01-04 10:30:00,7.42,295.1
2006-01-04 10:40:00,8.56,279.5
2006-01-04 10:50:00,8.46,291.3
2006-01-04 11:00:00,11.24,312.3
2006-01-04 11:10:00,15.15,299.9
2006-01-04 11:20:00,11.6,295.5
2006-01-04 11:30:00,11.95,300.3
2006-01-04 11:40:00,11.68,274.5
2006-01-04 11:50:00,10.69,285
2006-01-04 12:00:00,11.3,289.1
2006-01-04 12:10:00,11.15,270.8
2006-01-04 12:20:00,12.66,289
2006-01-04 12:30:00,11.61,265.1
2006-01-04 12:40:00,8.54,264.3
2006-01-04 12:50:00,8.89,276.3
2006-01-04 13:00:00,10.03,310.5
2006-01-04 13:10:00,9.81,308.8
2006-01-04 13:20:00,14.49,300.4
2006-01-04 13:30:00,14.51,312.9
2006-01-04 13:40:00,14.95,295.7
2006-01-04 13:50:00,13.71,296.5
2006-01-04 14:00:00,11.85,267.1
2006-01-04 14:10:00,12.09,273.4
2006-01-04 14:20:00,10.47,264.7
2006-01-04 14:30:00,9.19,298.3
2006-01-04 14:40:00,7.83,284.4
2006-01-04 14:50:00,6.137,300.1
2006-01-04 15:00:00,9.76,306.2
2006-01-04 15:10:00,11.51,304.7
2006-01-04 15:20:00,9.05,296.7
2006-01-04 15:30:00,13.06,320.3
2006-01-04 15:40:00,7.68,297.8
2006-01-04 15:50:00,6.181,306.9
2006-01-04 16:00:00,6.124,304
2006-01-04 16:10:00,6.728,298
2006-01-04 16:20:00,8.85,307.6
2006-01-04 16:30:00,9.48,295.1
2006-01-04 16:40:00,8.26,312.6
2006-01-04 16:50:00,10.57,322.6
2006-01-04 17:00:00,6.029,304.9
2006-01-04 17:10:00,6.812,310.3
2006-01-04 17:20:00,4.864,316.8
2006-01-04 17:30:00,6.287,321
2006-01-04 17:40:00,5.944,317.6
2006-01-04 17:50:00,5.155,309.8
2006-01-04 18:00:00,3.934,311.4
2006-01-04 18:10:00,3.16,317.9
2006-01-04 18:20:00,3.752,311.8
2006-01-04 18:30:00,7.75,322.5
2006-01-04 18:40:00,6.268,315.3
2006-01-04 18:50:00,5.305,292.4
2006-01-04 19:00:00,6.299,303.2
2006-01-04 19:10:00,5.43,313.9
2006-01-04 19:20:00,3.208,331.3
2006-01-04 19:30:00,3.274,321.1
2006-01-04 19:40:00,4.202,317.9
2006-01-04 19:50:00,7.52,310.6
2006-01-04 20:00:00,3.328,317.1
2006-01-04 20:10:00,4.814,336.4
2006-01-04 20:20:00,5.477,333.8
2006-01-04 20:30:00,6.437,338.6
2006-01-04 20:40:00,4.147,349
2006-01-04 20:50:00,5.405,25.11
2006-01-04 21:00:00,4.195,326.2
2006-01-04 21:10:00,1.228,347.5
2006-01-04 21:20:00,3.59,349.1
2006-01-04 21:30:00,6.188,337.5
2006-01-04 21:40:00,8.45,330
2006-01-04 21:50:00,7.64,324.8
2006-01-04 22:00:00,8.77,319.9
2006-01-04 22:10:00,10.6,324.8
2006-01-04 22:20:00,7.24,324.5
2006-01-04 22:30:00,6.041,332.2
2006-01-04 22:40:00,4.538,353.4
2006-01-04 22:50:00,2.981,337.1
2006-01-04 23:00:00,1.958,123
2006-01-04 23:10:00,1.185,36.78
2006-01-04 23:20:00,3.394,354.6
2006-01-04 23:30:00,4.754,344
2006-01-04 23:40:00,2.768,16.03
2006-01-04 23:50:00,3.851,17.07
2006-01-05 00:00:00,3.326,36.46
2006-01-05 00:10:00,2.154,11.84
2006-01-05 00:20:00,3.172,5.844
2006-01-05 00:30:00,4.706,17.14
2006-01-05 00:40:00,5.674,354.8
2006-01-05 00:50:00,6.368,356.1
2006-01-05 01:00:00,6.731,13.73
2006-01-05 01:10:00,5.577,8.02
2006-01-05 01:20:00,6.356,5.191
2006-01-05 01:30:00,5.351,352.5
2006-01-05 01:40:00,7.08,348.7
2006-01-05 01:50:00,5.569,346.9
2006-01-05 02:00:00,2.94,312.8
2006-01-05 02:10:00,2.012,280.3
2006-01-05 02:20:00,1.18,163.6
2006-01-05 02:30:00,3.024,78.3
2006-01-05 02:40:00,1.048,91.3
2006-01-05 02:50:00,1.418,31.22
2006-01-05 03:00:00,6.766,353.4
2006-01-05 03:10:00,7.99,312.5
2006-01-05 03:20:00,6.959,297.8
2006-01-05 03:30:00,3.708,338.9
2006-01-05 03:40:00,5.956,355.5
2006-01-05 03:50:00,5.601,.485
2006-01-05 04:00:00,4.471,345.3
2006-01-05 04:10:00,5.552,351.6
2006-01-05 04:20:00,4.504,359.1
2006-01-05 04:30:00,3.667,12.45
2006-01-05 04:40:00,4.733,10.81
2006-01-05 04:50:00,5.26,4.673
2006-01-05 05:00:00,4.64,337.3
2006-01-05 05:10:00,4.335,344.9
2006-01-05 05:20:00,3.929,339
2006-01-05 05:30:00,5.813,348.9
2006-01-05 05:40:00,7.8,3.226
2006-01-05 05:50:00,5.997,339.9
2006-01-05 06:00:00,6.03,8.79
2006-01-05 06:10:00,4.348,.888
2006-01-05 06:20:00,6.27,23.45
2006-01-05 06:30:00,2.593,16.91
2006-01-05 06:40:00,1.221,59.85
2006-01-05 06:50:00,2.695,120.3
2006-01-05 07:00:00,2.73,113.6
2006-01-05 07:10:00,2.949,357.4
2006-01-05 07:20:00,2.817,332
2006-01-05 07:30:00,4.816,310.1
2006-01-05 07:40:00,4.909,308.6
2006-01-05 07:50:00,3.738,305.9
2006-01-05 08:00:00,3.076,323.9
2006-01-05 08:10:00,3.382,294.3
2006-01-05 08:20:00,7.06,325.1
2006-01-05 08:30:00,8.02,307.1
2006-01-05 08:40:00,7.11,302.2
2006-01-05 08:50:00,7.37,289.2
2006-01-05 09:00:00,4.437,202.3
2006-01-05 09:10:00,5.74,151.7
2006-01-05 09:20:00,3.469,131.3
2006-01-05 09:30:00,2.395,160.4
2006-01-05 09:40:00,2.497,153
2006-01-05 09:50:00,2.791,213.4
2006-01-05 10:00:00,5.862,268.3
2006-01-05 10:10:00,7.89,303.3
2006-01-05 10:20:00,7.84,310.2
2006-01-05 10:30:00,12.63,299.6
2006-01-05 10:40:00,10.62,301.2
2006-01-05 10:50:00,14.42,300
2006-01-05 11:00:00,15.17,301.8
2006-01-05 11:10:00,14.36,294.1
2006-01-05 11:20:00,15.89,297.7
2006-01-05 11:30:00,15.36,299.8
2006-01-05 11:40:00,16.11,298.6
2006-01-05 11:50:00,12.47,295.3
2006-01-05 12:00:00,18.16,300.1
2006-01-05 12:10:00,17.96,307.7
2006-01-05 12:20:00,17.46,311.7
2006-01-05 12:30:00,16.61,304.3
2006-01-05 12:40:00,13.5,313.2
2006-01-05 12:50:00,14.49,312.5
2006-01-05 13:00:00,15.92,314.7
2006-01-05 13:10:00,13.38,311
2006-01-05 13:20:00,13.96,313
2006-01-05 13:30:00,14.68,300.6
2006-01-05 13:40:00,17.65,298.6
2006-01-05 13:50:00,14.77,293.4
2006-01-05 14:00:00,13.85,309.3
2006-01-05 14:10:00,13.88,330.8
2006-01-05 14:20:00,11.46,326.8
2006-01-05 14:30:00,9.28,315.5
2006-01-05 14:40:00,11.91,309.1
2006-01-05 14:50:00,7.92,315.7
2006-01-05 15:00:00,9.51,302.8
2006-01-05 15:10:00,9.18,318
2006-01-05 15:20:00,8.92,337.8
2006-01-05 15:30:00,6.796,326.8
2006-01-05 15:40:00,6.985,307.2
2006-01-05 15:50:00,5.776,314.4
