Date(YYYY-MM-DD hh:mm:ss),100m wind speed (m/s), rated power output at 100m (MW), SCORE-lite power output at 100m (MW),CorrectedScore
2006-01-01 00:00:00,14.670,28.902,30.000,30.000
2006-01-01 00:10:00,14.270,28.449,29.065,29.065
2006-01-01 00:20:00,15.150,29.475,30.000,30.000
2006-01-01 00:30:00,14.790,29.055,30.000,30.000
2006-01-01 00:40:00,14.340,28.530,30.000,30.000
2006-01-01 00:50:00,14.720,28.983,28.369,28.369
2006-01-01 01:00:00,15.090,29.421,29.538,29.538
2006-01-01 01:10:00,15.420,29.688,29.858,29.858
2006-01-01 01:20:00,15.930,29.826,30.000,30.000
2006-01-01 01:30:00,16.290,29.925,30.000,30.000
2006-01-01 01:40:00,16.510,29.955,28.986,28.986
2006-01-01 01:50:00,16.430,29.952,30.000,30.000
2006-01-01 02:00:00,16.280,29.925,30.000,30.000
2006-01-01 02:10:00,16.090,29.874,30.000,30.000
2006-01-01 02:20:00,15.910,29.823,30.000,30.000
2006-01-01 02:30:00,15.980,29.844,29.710,29.710
2006-01-01 02:40:00,16.500,29.955,30.000,30.000
2006-01-01 02:50:00,17.140,29.985,30.000,30.000
2006-01-01 03:00:00,17.750,30.000,30.000,30.000
2006-01-01 03:10:00,17.990,30.000,29.685,29.685
2006-01-01 03:20:00,17.890,30.000,30.000,30.000
2006-01-01 03:30:00,18.200,30.000,30.000,30.000
2006-01-01 03:40:00,18.540,30.000,30.000,30.000
2006-01-01 03:50:00,18.470,30.000,30.000,30.000
2006-01-01 04:00:00,18.540,30.000,30.000,30.000
2006-01-01 04:10:00,18.500,30.000,29.142,29.142
2006-01-01 04:20:00,18.470,30.000,30.000,30.000
2006-01-01 04:30:00,18.580,30.000,30.000,30.000
2006-01-01 04:40:00,18.560,30.000,29.947,29.947
2006-01-01 04:50:00,18.260,30.000,30.000,30.000
2006-01-01 05:00:00,18.130,30.000,30.000,30.000
2006-01-01 05:10:00,18.030,30.000,30.000,30.000
2006-01-01 05:20:00,18.100,30.000,30.000,30.000
2006-01-01 05:30:00,18.120,30.000,30.000,30.000
2006-01-01 05:40:00,18.200,30.000,30.000,30.000
2006-01-01 05:50:00,18.240,30.000,28.409,28.409
2006-01-01 06:00:00,17.640,30.000,29.333,29.333
2006-01-01 06:10:00,17.010,29.979,30.000,30.000
2006-01-01 06:20:00,16.340,29.943,30.000,30.000
2006-01-01 06:30:00,15.930,29.829,28.529,28.529
2006-01-01 06:40:00,16.050,29.868,29.090,29.090
2006-01-01 06:50:00,15.670,29.763,29.547,29.547
2006-01-01 07:00:00,14.160,28.335,27.235,27.235
2006-01-01 07:10:00,14.050,28.038,28.963,28.963
2006-01-01 07:20:00,13.980,27.846,27.299,27.299
2006-01-01 07:30:00,14.600,28.875,30.000,30.000
2006-01-01 07:40:00,14.260,28.476,28.550,28.550
2006-01-01 07:50:00,13.400,26.313,26.338,26.338
2006-01-01 08:00:00,12.320,22.659,23.485,23.485
2006-01-01 08:10:00,10.360,14.946,15.876,15.876
2006-01-01 08:20:00,10.580,15.855,14.713,14.713
2006-01-01 08:30:00,12.800,24.483,23.375,23.375
2006-01-01 08:40:00,15.430,29.700,28.049,28.049
2006-01-01 08:50:00,16.650,29.964,29.628,29.628
2006-01-01 09:00:00,16.770,29.970,30.000,30.000
2006-01-01 09:10:00,16.670,29.964,30.000,30.000
2006-01-01 09:20:00,16.680,29.967,29.074,29.074
2006-01-01 09:30:00,16.390,29.952,30.000,30.000
2006-01-01 09:40:00,15.860,29.820,29.557,29.557
2006-01-01 09:50:00,15.590,29.745,30.000,30.000
2006-01-01 10:00:00,15.650,29.763,28.291,28.291
2006-01-01 10:10:00,15.820,29.808,30.000,30.000
2006-01-01 10:20:00,15.800,29.805,30.000,30.000
2006-01-01 10:30:00,15.770,29.796,30.000,30.000
2006-01-01 10:40:00,16.430,29.955,30.000,30.000
2006-01-01 10:50:00,17.450,30.000,28.682,28.682
2006-01-01 11:00:00,17.790,30.000,29.757,29.757
2006-01-01 11:10:00,17.560,30.000,30.000,30.000
2006-01-01 11:20:00,16.930,29.979,30.000,30.000
2006-01-01 11:30:00,16.540,29.961,29.423,29.423
2006-01-01 11:40:00,16.830,29.973,30.000,30.000
2006-01-01 11:50:00,17.710,30.000,29.606,29.606
2006-01-01 12:00:00,18.770,30.000,30.000,30.000
2006-01-01 12:10:00,19.430,30.000,30.000,30.000
2006-01-01 12:20:00,19.490,30.000,29.902,29.902
2006-01-01 12:30:00,18.400,30.000,30.000,30.000
2006-01-01 12:40:00,17.160,29.988,29.325,29.325
2006-01-01 12:50:00,16.730,29.970,30.000,30.000
2006-01-01 13:00:00,16.760,29.970,30.000,30.000
2006-01-01 13:10:00,16.860,29.976,30.000,30.000
2006-01-01 13:20:00,17.130,29.988,30.000,30.000
2006-01-01 13:30:00,17.320,29.997,29.159,29.159
2006-01-01 13:40:00,16.510,29.958,29.438,29.438
2006-01-01 13:50:00,15.880,29.829,29.337,29.337
2006-01-01 14:00:00,15.780,29.805,30.000,30.000
2006-01-01 14:10:00,16.140,29.904,30.000,30.000
2006-01-01 14:20:00,16.500,29.958,30.000,30.000
2006-01-01 14:30:00,16.640,29.967,29.049,29.049
2006-01-01 14:40:00,16.150,29.910,28.654,28.654
2006-01-01 14:50:00,15.130,29.553,27.723,27.723
2006-01-01 15:00:00,14.400,28.695,30.000,30.000
2006-01-01 15:10:00,14.340,28.629,27.662,27.662
2006-01-01 15:20:00,14.550,28.881,28.591,28.591
2006-01-01 15:30:00,14.780,29.154,30.000,30.000
2006-01-01 15:40:00,14.830,29.208,29.937,29.937
2006-01-01 15:50:00,14.810,29.190,29.515,29.515
2006-01-01 16:00:00,15.230,29.655,28.870,28.870
2006-01-01 16:10:00,16.030,29.874,30.000,30.000
2006-01-01 16:20:00,16.200,29.922,29.765,29.765
2006-01-01 16:30:00,15.560,29.748,30.000,30.000
2006-01-01 16:40:00,14.990,29.382,30.000,30.000
2006-01-01 16:50:00,14.500,28.806,30.000,30.000
2006-01-01 17:00:00,14.920,29.298,28.553,28.553
2006-01-01 17:10:00,15.890,29.835,28.864,28.864
2006-01-01 17:20:00,15.640,29.763,28.736,28.736
2006-01-01 17:30:00,15.740,29.790,29.619,29.619
2006-01-01 17:40:00,16.020,29.868,30.000,30.000
2006-01-01 17:50:00,16.250,29.931,30.000,30.000
2006-01-01 18:00:00,17.390,30.000,30.000,30.000
2006-01-01 18:10:00,18.530,30.000,30.000,30.000
2006-01-01 18:20:00,18.830,30.000,29.393,29.393
2006-01-01 18:30:00,19.480,30.000,26.972,26.972
2006-01-01 18:40:00,20.170,30.000,30.000,30.000
2006-01-01 18:50:00,20.470,30.000,30.000,30.000
2006-01-01 19:00:00,20.190,30.000,30.000,30.000
2006-01-01 19:10:00,19.700,30.000,30.000,30.000
2006-01-01 19:20:00,19.380,30.000,29.411,29.411
2006-01-01 19:30:00,19.090,30.000,30.000,30.000
2006-01-01 19:40:00,19.080,30.000,30.000,30.000
2006-01-01 19:50:00,18.930,30.000,28.662,28.662
2006-01-01 20:00:00,18.770,30.000,28.821,28.821
2006-01-01 20:10:00,18.820,30.000,28.564,28.564
2006-01-01 20:20:00,18.570,30.000,30.000,30.000
2006-01-01 20:30:00,19.440,30.000,30.000,30.000
2006-01-01 20:40:00,19.600,30.000,29.939,29.939
2006-01-01 20:50:00,18.670,30.000,30.000,30.000
2006-01-01 21:00:00,17.360,30.000,30.000,30.000
2006-01-01 21:10:00,15.920,29.847,28.468,28.468
2006-01-01 21:20:00,16.850,29.976,30.000,30.000
2006-01-01 21:30:00,18.210,30.000,30.000,30.000
2006-01-01 21:40:00,18.410,30.000,30.000,30.000
2006-01-01 21:50:00,18.600,30.000,30.000,30.000
2006-01-01 22:00:00,18.590,30.000,29.972,29.972
2006-01-01 22:10:00,16.790,29.973,28.240,28.240
2006-01-01 22:20:00,15.530,29.733,29.751,29.751
2006-01-01 22:30:00,13.750,27.270,27.580,27.580
2006-01-01 22:40:00,13.530,26.652,25.860,25.860
2006-01-01 22:50:00,13.450,26.433,25.552,25.552
2006-01-01 23:00:00,13.390,26.253,28.692,28.692
2006-01-01 23:10:00,14.840,29.115,29.408,29.408
2006-01-01 23:20:00,14.090,28.062,27.456,27.456
2006-01-01 23:30:00,11.820,20.640,21.373,21.373
2006-01-01 23:40:00,11.510,19.410,19.825,19.825
2006-01-01 23:50:00,11.190,18.114,22.245,22.245
2006-01-02 00:00:00,11.720,20.229,19.325,19.325
2006-01-02 00:10:00,12.010,21.408,21.986,21.986
2006-01-02 00:20:00,11.850,20.790,21.882,21.882
2006-01-02 00:30:00,12.600,23.589,24.521,24.521
2006-01-02 00:40:00,14.420,28.632,27.324,27.324
2006-01-02 00:50:00,16.540,29.958,29.249,29.249
2006-01-02 01:00:00,16.720,29.967,29.994,29.994
2006-01-02 01:10:00,15.010,29.337,30.000,30.000
2006-01-02 01:20:00,14.400,28.638,30.000,30.000
2006-01-02 01:30:00,19.850,30.000,29.252,29.252
2006-01-02 01:40:00,17.790,30.000,27.671,27.671
2006-01-02 01:50:00,17.380,30.000,29.792,29.792
2006-01-02 02:00:00,16.560,29.964,29.824,29.824
2006-01-02 02:10:00,16.020,29.892,28.778,28.778
2006-01-02 02:20:00,15.500,29.748,30.000,30.000
2006-01-02 02:30:00,14.740,29.184,28.836,28.836
2006-01-02 02:40:00,14.630,29.055,29.644,29.644
2006-01-02 02:50:00,15.150,29.658,30.000,30.000
2006-01-02 03:00:00,15.720,29.817,30.000,30.000
2006-01-02 03:10:00,15.720,29.820,30.000,30.000
2006-01-02 03:20:00,15.100,29.634,29.160,29.160
2006-01-02 03:30:00,14.100,28.461,26.384,26.384
2006-01-02 03:40:00,13.470,26.874,29.921,29.921
2006-01-02 03:50:00,13.470,26.883,28.929,28.929
2006-01-02 04:00:00,13.950,28.188,26.667,26.667
2006-01-02 04:10:00,14.140,28.515,28.867,28.867
2006-01-02 04:20:00,13.850,27.921,30.000,30.000
2006-01-02 04:30:00,13.830,27.867,29.800,29.800
2006-01-02 04:40:00,12.970,25.524,29.300,29.300
2006-01-02 04:50:00,13.280,26.361,26.424,26.424
2006-01-02 05:00:00,12.950,25.467,25.810,25.810
2006-01-02 05:10:00,11.800,21.228,22.723,22.723
2006-01-02 05:20:00,11.650,20.622,20.704,20.704
2006-01-02 05:30:00,11.830,21.357,23.145,23.145
2006-01-02 05:40:00,11.520,20.106,21.845,21.845
2006-01-02 05:50:00,11.840,21.393,22.700,22.700
2006-01-02 06:00:00,11.660,20.691,20.952,20.952
2006-01-02 06:10:00,11.550,20.226,19.675,19.675
2006-01-02 06:20:00,11.130,18.537,18.503,18.503
2006-01-02 06:30:00,10.770,17.100,19.027,19.027
2006-01-02 06:40:00,10.290,15.150,16.523,16.523
2006-01-02 06:50:00,9.880,13.488,13.782,13.782
2006-01-02 07:00:00,9.570,12.282,13.866,13.866
2006-01-02 07:10:00,9.310,11.370,12.436,12.436
2006-01-02 07:20:00,8.980,10.173,11.007,11.007
2006-01-02 07:30:00,8.670, 9.048, 7.430,7.430
2006-01-02 07:40:00,8.490, 8.496, 7.575,7.575
2006-01-02 07:50:00,8.360, 8.130, 6.861,6.861
2006-01-02 08:00:00,8.220, 7.728, 7.766,7.766
2006-01-02 08:10:00,7.910, 6.843, 7.178,7.178
2006-01-02 08:20:00,7.570, 5.868, 4.999,4.999
2006-01-02 08:30:00,7.040, 4.740, 4.732,4.732
2006-01-02 08:40:00,6.300, 3.273, 3.705,3.705
2006-01-02 08:50:00,5.550, 2.139, 2.436,2.436
2006-01-02 09:00:00,4.850, 1.332, 1.823,1.823
2006-01-02 09:10:00,4.350, 0.804, 1.065,1.065
2006-01-02 09:20:00,4.160, 0.657, 0.723,0.723
2006-01-02 09:30:00,4.200, 0.684, 0.394,0.394
2006-01-02 09:40:00,4.570, 1.032, 1.310,1.310
2006-01-02 09:50:00,5.070, 1.551, 0.000,0.000
2006-01-02 10:00:00,5.260, 1.749, 0.545,0.545
2006-01-02 10:10:00,5.000, 1.476, 1.145,1.145
2006-01-02 10:20:00,4.560, 1.014, 0.392,0.392
2006-01-02 10:30:00,4.220, 0.693, 0.692,0.692
2006-01-02 10:40:00,4.200, 0.684, 0.000,0.000
2006-01-02 10:50:00,4.760, 1.230, 0.951,0.951
2006-01-02 11:00:00,5.870, 2.601, 2.240,2.240
2006-01-02 11:10:00,6.740, 4.053, 3.836,3.836
2006-01-02 11:20:00,7.390, 5.421, 4.049,4.049
2006-01-02 11:30:00,7.510, 5.655, 6.108,6.108
2006-01-02 11:40:00,7.520, 5.679, 6.289,6.289
2006-01-02 11:50:00,7.420, 5.457, 3.838,3.838
2006-01-02 12:00:00,6.960, 4.497, 4.458,4.458
2006-01-02 12:10:00,6.650, 3.852, 3.664,3.664
2006-01-02 12:20:00,6.590, 3.714, 3.895,3.895
2006-01-02 12:30:00,6.430, 3.429, 3.030,3.030
2006-01-02 12:40:00,6.100, 2.925, 1.956,1.956
2006-01-02 12:50:00,5.570, 2.121, 2.269,2.269
2006-01-02 13:00:00,5.040, 1.503, 1.217,1.217
2006-01-02 13:10:00,4.780, 1.233, 1.847,1.847
2006-01-02 13:20:00,4.780, 1.230, 2.079,2.079
2006-01-02 13:30:00,4.830, 1.287, 0.573,0.573
2006-01-02 13:40:00,4.870, 1.329, 0.984,0.984
2006-01-02 13:50:00,5.010, 1.473, 0.738,0.738
2006-01-02 14:00:00,5.300, 1.776, 1.963,1.963
2006-01-02 14:10:00,5.780, 2.439, 2.598,2.598
2006-01-02 14:20:00,6.390, 3.354, 3.750,3.750
2006-01-02 14:30:00,6.670, 3.873, 1.582,1.582
2006-01-02 14:40:00,6.610, 3.750, 3.656,3.656
2006-01-02 14:50:00,6.660, 3.861, 4.766,4.766
2006-01-02 15:00:00,6.760, 4.056, 4.199,4.199
2006-01-02 15:10:00,6.170, 3.015, 2.862,2.862
2006-01-02 15:20:00,5.040, 1.494, 0.000,0.000
2006-01-02 15:30:00,4.480, 0.915, 0.000,0.000
2006-01-02 15:40:00,4.840, 1.290, 0.926,0.926
2006-01-02 15:50:00,5.420, 1.887, 2.135,2.135
2006-01-02 16:00:00,5.800, 2.457, 1.750,1.750
2006-01-02 16:10:00,6.100, 2.898, 2.873,2.873
2006-01-02 16:20:00,6.720, 3.960, 1.040,1.040
2006-01-02 16:30:00,7.590, 5.763, 6.749,6.749
2006-01-02 16:40:00,8.250, 7.614,10.432,10.432
2006-01-02 16:50:00,8.270, 7.653, 6.180,6.180
2006-01-02 17:00:00,7.460, 5.490, 5.885,5.885
2006-01-02 17:10:00,6.520, 3.516, 2.317,2.317
2006-01-02 17:20:00,6.580, 3.642, 3.194,3.194
2006-01-02 17:30:00,7.120, 4.776, 4.942,4.942
2006-01-02 17:40:00,8.740, 8.988, 8.720,8.720
2006-01-02 17:50:00,10.830,16.878,14.915,14.915
2006-01-02 18:00:00,10.980,17.475,18.934,18.934
2006-01-02 18:10:00,10.130,14.079,14.202,14.202
2006-01-02 18:20:00,9.860,12.957,14.827,14.827
2006-01-02 18:30:00,9.950,13.353,13.028,13.028
2006-01-02 18:40:00,10.350,14.952,16.127,16.127
2006-01-02 18:50:00,10.110,13.998,13.291,13.291
2006-01-02 19:00:00,9.930,13.272,12.978,12.978
2006-01-02 19:10:00,10.340,14.940,14.190,14.190
2006-01-02 19:20:00,10.300,14.739,14.791,14.791
2006-01-02 19:30:00,9.920,13.221,10.203,10.203
2006-01-02 19:40:00,9.660,12.207,13.890,13.890
2006-01-02 19:50:00,9.720,12.420,11.660,11.660
2006-01-02 20:00:00,10.590,15.879,17.592,17.592
2006-01-02 20:10:00,12.150,22.017,22.510,22.510
2006-01-02 20:20:00,13.490,26.529,28.917,28.917
2006-01-02 20:30:00,14.520,28.773,30.000,30.000
2006-01-02 20:40:00,15.110,29.457,29.486,29.486
2006-01-02 20:50:00,15.230,29.595,30.000,30.000
2006-01-02 21:00:00,15.120,29.466,30.000,30.000
2006-01-02 21:10:00,14.790,29.079,28.506,28.506
2006-01-02 21:20:00,14.290,28.494,30.000,30.000
2006-01-02 21:30:00,13.660,26.949,27.165,27.165
2006-01-02 21:40:00,12.960,24.957,23.910,23.910
2006-01-02 21:50:00,12.210,22.206,23.817,23.817
2006-01-02 22:00:00,11.400,19.080,22.292,22.292
2006-01-02 22:10:00,10.910,17.133,12.933,12.933
2006-01-02 22:20:00,10.680,16.248,18.153,18.153
2006-01-02 22:30:00,10.550,15.708,16.601,16.601
2006-01-02 22:40:00,10.720,16.404,12.995,12.995
2006-01-02 22:50:00,11.300,18.720,18.804,18.804
2006-01-02 23:00:00,12.220,22.287,23.611,23.611
2006-01-02 23:10:00,12.940,24.909,24.355,24.355
2006-01-02 23:20:00,13.340,26.112,26.079,26.079
2006-01-02 23:30:00,13.440,26.400,25.348,25.348
2006-01-02 23:40:00,13.410,26.322,24.997,24.997
2006-01-02 23:50:00,13.750,27.249,28.228,28.228
2006-01-03 00:00:00,13.820,27.429,27.278,27.278
2006-01-03 00:10:00,13.780,27.336,26.257,26.257
2006-01-03 00:20:00,13.690,27.099,27.942,27.942
2006-01-03 00:30:00,12.970,25.059,26.214,26.214
2006-01-03 00:40:00,11.900,21.141,23.105,23.105
2006-01-03 00:50:00,10.610,15.999,16.041,16.041
2006-01-03 01:00:00,9.660,12.237,12.135,12.135
2006-01-03 01:10:00,8.260, 7.596, 6.942,6.942
2006-01-03 01:20:00,8.140, 7.275, 8.423,8.423
2006-01-03 01:30:00,7.820, 6.354, 6.228,6.228
2006-01-03 01:40:00,7.190, 4.905, 5.040,5.040
2006-01-03 01:50:00,6.860, 4.206, 3.380,3.380
2006-01-03 02:00:00,6.520, 3.498, 3.874,3.874
2006-01-03 02:10:00,6.130, 2.919, 2.786,2.786
2006-01-03 02:20:00,5.820, 2.460, 2.052,2.052
2006-01-03 02:30:00,6.210, 3.039, 1.720,1.720
2006-01-03 02:40:00,6.360, 3.267, 3.668,3.668
2006-01-03 02:50:00,7.440, 5.418, 4.077,4.077
2006-01-03 03:00:00,6.720, 3.921, 4.610,4.610
2006-01-03 03:10:00,7.380, 5.313, 5.422,5.422
2006-01-03 03:20:00,13.500,26.676,26.495,26.495
2006-01-03 03:30:00,19.590,30.000,30.000,30.000
2006-01-03 03:40:00,21.710,30.000,30.000,30.000
2006-01-03 03:50:00,22.050,30.000,29.513,29.513
2006-01-03 04:00:00,21.730,30.000,30.000,30.000
2006-01-03 04:10:00,21.040,30.000,27.027,27.027
2006-01-03 04:20:00,20.390,30.000,29.971,29.971
2006-01-03 04:30:00,19.880,30.000,28.853,28.853
2006-01-03 04:40:00,19.660,30.000,30.000,30.000
2006-01-03 04:50:00,19.520,30.000,30.000,30.000
2006-01-03 05:00:00,19.220,30.000,30.000,30.000
2006-01-03 05:10:00,18.940,30.000,30.000,30.000
2006-01-03 05:20:00,19.120,30.000,28.621,28.621
2006-01-03 05:30:00,19.260,30.000,30.000,30.000
2006-01-03 05:40:00,19.340,30.000,30.000,30.000
2006-01-03 05:50:00,19.100,30.000,29.932,29.932
2006-01-03 06:00:00,18.530,30.000,30.000,30.000
2006-01-03 06:10:00,18.200,30.000,30.000,30.000
2006-01-03 06:20:00,17.800,30.000,30.000,30.000
2006-01-03 06:30:00,17.370,30.000,30.000,30.000
2006-01-03 06:40:00,16.830,29.976,29.021,29.021
2006-01-03 06:50:00,16.630,29.967,29.523,29.523
2006-01-03 07:00:00,16.160,29.913,30.000,30.000
2006-01-03 07:10:00,16.040,29.883,27.806,27.806
2006-01-03 07:20:00,15.960,29.859,28.846,28.846
2006-01-03 07:30:00,16.170,29.919,30.000,30.000
2006-01-03 07:40:00,16.370,29.955,30.000,30.000
2006-01-03 07:50:00,16.430,29.958,30.000,30.000
2006-01-03 08:00:00,16.720,29.970,30.000,30.000
2006-01-03 08:10:00,17.150,29.991,30.000,30.000
2006-01-03 08:20:00,17.130,29.988,28.288,28.288
2006-01-03 08:30:00,16.970,29.982,30.000,30.000
2006-01-03 08:40:00,16.490,29.961,29.481,29.481
2006-01-03 08:50:00,16.190,29.925,29.160,29.160
2006-01-03 09:00:00,15.830,29.826,29.785,29.785
2006-01-03 09:10:00,15.750,29.805,30.000,30.000
2006-01-03 09:20:00,15.300,29.679,30.000,30.000
2006-01-03 09:30:00,14.900,29.301,30.000,30.000
2006-01-03 09:40:00,15.180,29.634,29.901,29.901
2006-01-03 09:50:00,15.340,29.691,29.458,29.458
2006-01-03 10:00:00,14.940,29.355,30.000,30.000
2006-01-03 10:10:00,15.270,29.670,28.945,28.945
2006-01-03 10:20:00,15.160,29.616,30.000,30.000
2006-01-03 10:30:00,15.250,29.667,28.910,28.910
2006-01-03 10:40:00,14.850,29.253,28.263,28.263
2006-01-03 10:50:00,14.520,28.857,29.454,29.454
2006-01-03 11:00:00,14.180,28.461,26.120,26.120
2006-01-03 11:10:00,14.440,28.773,30.000,30.000
2006-01-03 11:20:00,14.890,29.304,26.372,26.372
2006-01-03 11:30:00,14.960,29.388,27.801,27.801
2006-01-03 11:40:00,14.610,28.974,27.781,27.781
2006-01-03 11:50:00,14.140,28.413,30.000,30.000
2006-01-03 12:00:00,13.900,27.831,26.572,26.572
2006-01-03 12:10:00,13.670,27.231,25.817,25.817
2006-01-03 12:20:00,13.560,26.928,26.181,26.181
2006-01-03 12:30:00,13.590,27.018,28.910,28.910
2006-01-03 12:40:00,13.690,27.291,27.517,27.517
2006-01-03 12:50:00,13.470,26.679,27.101,27.101
2006-01-03 13:00:00,13.230,26.040,26.486,26.486
2006-01-03 13:10:00,13.110,25.722,25.050,25.050
2006-01-03 13:20:00,13.040,25.524,26.855,26.855
2006-01-03 13:30:00,13.180,25.914,23.006,23.006
2006-01-03 13:40:00,13.940,27.951,27.261,27.261
2006-01-03 13:50:00,14.490,28.845,27.957,27.957
2006-01-03 14:00:00,14.750,29.151,30.000,30.000
2006-01-03 14:10:00,15.000,29.439,30.000,30.000
2006-01-03 14:20:00,15.320,29.688,30.000,30.000
2006-01-03 14:30:00,15.510,29.742,29.251,29.251
2006-01-03 14:40:00,15.700,29.796,30.000,30.000
2006-01-03 14:50:00,15.690,29.793,30.000,30.000
2006-01-03 15:00:00,15.590,29.766,30.000,30.000
2006-01-03 15:10:00,15.440,29.724,29.356,29.356
2006-01-03 15:20:00,15.620,29.772,29.895,29.895
2006-01-03 15:30:00,15.800,29.823,28.467,28.467
2006-01-03 15:40:00,15.660,29.781,29.994,29.994
2006-01-03 15:50:00,15.320,29.688,30.000,30.000
2006-01-03 16:00:00,14.900,29.307,30.000,30.000
2006-01-03 16:10:00,14.040,28.203,27.428,27.428
2006-01-03 16:20:00,13.960,27.966,28.290,28.290
2006-01-03 16:30:00,14.920,29.328,30.000,30.000
2006-01-03 16:40:00,15.670,29.778,27.953,27.953
2006-01-03 16:50:00,16.090,29.895,30.000,30.000
2006-01-03 17:00:00,15.870,29.832,30.000,30.000
2006-01-03 17:10:00,16.040,29.880,30.000,30.000
2006-01-03 17:20:00,16.410,29.955,30.000,30.000
2006-01-03 17:30:00,16.740,29.970,30.000,30.000
2006-01-03 17:40:00,17.060,29.985,29.305,29.305
2006-01-03 17:50:00,17.540,30.000,30.000,30.000
2006-01-03 18:00:00,18.290,30.000,30.000,30.000
2006-01-03 18:10:00,19.120,30.000,30.000,30.000
2006-01-03 18:20:00,19.490,30.000,29.874,29.874
2006-01-03 18:30:00,19.830,30.000,29.018,29.018
2006-01-03 18:40:00,19.830,30.000,27.461,27.461
2006-01-03 18:50:00,19.300,30.000,30.000,30.000
2006-01-03 19:00:00,18.480,30.000,29.280,29.280
2006-01-03 19:10:00,17.700,30.000,30.000,30.000
2006-01-03 19:20:00,17.250,29.994,30.000,30.000
2006-01-03 19:30:00,16.810,29.973,27.854,27.854
2006-01-03 19:40:00,16.430,29.955,30.000,30.000
2006-01-03 19:50:00,16.120,29.898,27.235,27.235
2006-01-03 20:00:00,15.460,29.715,29.908,29.908
2006-01-03 20:10:00,14.890,29.259,30.000,30.000
2006-01-03 20:20:00,15.490,29.724,29.641,29.641
2006-01-03 20:30:00,15.290,29.670,27.519,27.519
2006-01-03 20:40:00,15.230,29.652,30.000,30.000
2006-01-03 20:50:00,15.610,29.757,28.286,28.286
2006-01-03 21:00:00,15.500,29.727,27.979,27.979
2006-01-03 21:10:00,15.120,29.535,30.000,30.000
2006-01-03 21:20:00,14.640,28.974,29.748,29.748
2006-01-03 21:30:00,14.590,28.917,28.729,28.729
2006-01-03 21:40:00,14.760,29.127,27.652,27.652
2006-01-03 21:50:00,14.450,28.758,27.954,27.954
2006-01-03 22:00:00,14.040,28.170,28.575,28.575
2006-01-03 22:10:00,13.540,26.811,26.248,26.248
2006-01-03 22:20:00,12.590,23.832,26.442,26.442
2006-01-03 22:30:00,11.810,20.934,20.246,20.246
2006-01-03 22:40:00,11.250,18.681,19.804,19.804
2006-01-03 22:50:00,10.730,16.611,13.308,13.308
2006-01-03 23:00:00,10.630,16.218,14.204,14.204
2006-01-03 23:10:00,10.740,16.692,17.724,17.724
2006-01-03 23:20:00,10.720,16.614,14.623,14.623
2006-01-03 23:30:00,11.300,18.990,19.129,19.129
2006-01-03 23:40:00,12.600,24.012,26.182,26.182
2006-01-03 23:50:00,13.200,26.022,29.835,29.835
2006-01-04 00:00:00,13.140,25.881,26.546,26.546
2006-01-04 00:10:00,12.930,25.245,25.984,25.984
2006-01-04 00:20:00,12.640,24.204,23.870,23.870
2006-01-04 00:30:00,12.570,23.979,23.490,23.490
2006-01-04 00:40:00,12.910,25.221,26.571,26.571
2006-01-04 00:50:00,13.000,25.530,28.432,28.432
2006-01-04 01:00:00,11.460,19.749,21.273,21.273
2006-01-04 01:10:00,10.950,17.718,16.600,16.600
2006-01-04 01:20:00,10.010,13.917,12.747,12.747
2006-01-04 01:30:00,7.890, 6.756, 6.579,6.579
2006-01-04 01:40:00,6.510, 3.609, 3.196,3.196
2006-01-04 01:50:00,6.540, 3.675, 0.961,0.961
2006-01-04 02:00:00,7.720, 6.276, 0.907,0.907
2006-01-04 02:10:00,8.450, 8.328, 5.743,5.743
2006-01-04 02:20:00,8.690, 9.078, 9.906,9.906
2006-01-04 02:30:00,9.630,12.438,12.148,12.148
2006-01-04 02:40:00,11.580,20.295,21.681,21.681
2006-01-04 02:50:00,12.000,21.933,23.515,23.515
2006-01-04 03:00:00,12.420,23.520,23.285,23.285
2006-01-04 03:10:00,12.170,22.581,23.725,23.725
2006-01-04 03:20:00,10.660,16.599,14.912,14.912
2006-01-04 03:30:00,9.410,11.679,13.258,13.258
2006-01-04 03:40:00,8.720, 9.213, 5.337,5.337
2006-01-04 03:50:00,8.570, 8.715, 9.389,9.389
2006-01-04 04:00:00,9.170,10.842,11.455,11.455
2006-01-04 04:10:00,9.730,12.876, 9.733,9.733
2006-01-04 04:20:00,10.040,14.166,15.557,15.557
2006-01-04 04:30:00,9.690,12.738,11.296,11.296
2006-01-04 04:40:00,8.810, 9.558, 7.062,7.062
2006-01-04 04:50:00,8.200, 7.695, 7.130,7.130
2006-01-04 05:00:00,8.580, 8.760, 9.302,9.302
2006-01-04 05:10:00,9.510,12.090,12.802,12.802
2006-01-04 05:20:00,9.500,12.057,13.040,13.040
2006-01-04 05:30:00,8.890, 9.870, 9.007,9.007
2006-01-04 05:40:00,8.410, 8.277, 6.849,6.849
2006-01-04 05:50:00,8.140, 7.524, 6.123,6.123
2006-01-04 06:00:00,7.970, 7.056, 6.003,6.003
2006-01-04 06:10:00,7.700, 6.282, 6.797,6.797
2006-01-04 06:20:00,7.420, 5.565, 5.841,5.841
2006-01-04 06:30:00,7.200, 5.097, 3.584,3.584
2006-01-04 06:40:00,7.120, 4.938, 4.462,4.462
