Date(YYYY-MM-DD hh:mm:ss),100m wind speed (m/s), rated power output at 100m (MW), SCORE-lite power output at 100m (MW),CorrectedScore
2006-07-20 19:10:00,3.440, 0.084, 0.000,0.000
2006-07-20 19:20:00,3.550, 0.159, 0.000,0.000
2006-07-20 19:30:00,3.640, 0.222, 0.196,0.196
2006-07-20 19:40:00,3.640, 0.225, 0.067,0.067
2006-07-20 19:50:00,3.670, 0.243, 0.000,0.000
2006-07-20 20:00:00,3.680, 0.252, 0.000,0.000
2006-07-20 20:10:00,3.740, 0.294, 0.081,0.081
2006-07-20 20:20:00,3.870, 0.384, 0.000,0.000
2006-07-20 20:30:00,4.010, 0.477, 0.000,0.000
2006-07-20 20:40:00,4.220, 0.627, 0.776,0.776
2006-07-20 20:50:00,4.240, 0.639, 0.468,0.468
2006-07-20 21:00:00,4.030, 0.492, 0.309,0.309
2006-07-20 21:10:00,3.800, 0.330, 0.117,0.117
2006-07-20 21:20:00,3.530, 0.147, 0.382,0.382
2006-07-20 21:30:00,3.710, 0.270, 0.655,0.655
2006-07-20 21:40:00,7.670, 5.673, 5.118,5.118
2006-07-20 21:50:00,8.460, 7.833, 5.580,5.580
2006-07-20 22:00:00,8.250, 7.251, 6.788,6.788
2006-07-20 22:10:00,8.330, 7.485, 7.605,7.605
2006-07-20 22:20:00,11.510,19.050,19.658,19.658
2006-07-20 22:30:00,11.740,19.980,19.145,19.145
2006-07-20 22:40:00,12.150,21.633,25.486,25.486
2006-07-20 22:50:00,11.900,20.679,22.823,22.823
2006-07-20 23:00:00,10.730,16.038,16.180,16.180
2006-07-20 23:10:00,9.380,10.899,11.105,11.105
2006-07-20 23:20:00,8.010, 6.660, 6.289,6.289
2006-07-20 23:30:00,5.920, 2.511, 1.908,1.908
2006-07-20 23:40:00,3.700, 0.273, 0.000,0.000
2006-07-20 23:50:00,2.100, 0.000, 0.000,0.000
2006-07-21 00:00:00,2.000, 0.000, 0.000,0.000
2006-07-21 00:10:00,2.610, 0.000, 0.000,0.000
2006-07-21 00:20:00,6.510, 3.384, 3.308,3.308
2006-07-21 00:30:00,6.900, 4.155, 4.119,4.119
2006-07-21 00:40:00,6.850, 4.053, 3.403,3.403
2006-07-21 00:50:00,7.010, 4.386, 4.440,4.440
2006-07-21 01:00:00,7.190, 4.767, 4.115,4.115
2006-07-21 01:10:00,7.160, 4.719, 3.969,3.969
2006-07-21 01:20:00,6.910, 4.194, 1.593,1.593
2006-07-21 01:30:00,7.840, 6.225, 7.018,7.018
2006-07-21 01:40:00,10.420,14.856,11.338,11.338
2006-07-21 01:50:00,10.300,14.418,15.148,15.148
2006-07-21 02:00:00,9.630,11.838,10.036,10.036
2006-07-21 02:10:00,8.750, 8.763,11.181,11.181
2006-07-21 02:20:00,8.170, 7.158, 9.568,9.568
2006-07-21 02:30:00,7.460, 5.358, 4.406,4.406
2006-07-21 02:40:00,7.170, 4.743, 4.370,4.370
2006-07-21 02:50:00,6.490, 3.384, 2.584,2.584
2006-07-21 03:00:00,6.650, 3.663, 3.715,3.715
2006-07-21 03:10:00,6.400, 3.258, 3.445,3.445
2006-07-21 03:20:00,5.840, 2.433, 2.182,2.182
2006-07-21 03:30:00,3.970, 0.480, 0.000,0.000
2006-07-21 03:40:00,2.140, 0.000, 0.000,0.000
2006-07-21 03:50:00,1.430, 0.000, 0.000,0.000
2006-07-21 04:00:00,1.330, 0.000, 0.000,0.000
2006-07-21 04:10:00,2.270, 0.000, 0.000,0.000
2006-07-21 04:20:00,2.320, 0.000, 0.000,0.000
2006-07-21 04:30:00,3.070, 0.000, 0.000,0.000
2006-07-21 04:40:00,3.030, 0.000, 0.000,0.000
2006-07-21 04:50:00,3.960, 0.468, 0.000,0.000
2006-07-21 05:00:00,5.040, 1.443, 0.000,0.000
2006-07-21 05:10:00,5.300, 1.707, 2.704,2.704
2006-07-21 05:20:00,4.680, 1.071, 1.285,1.285
2006-07-21 05:30:00,3.410, 0.084, 0.000,0.000
2006-07-21 05:40:00,2.700, 0.000, 0.000,0.000
2006-07-21 05:50:00,2.650, 0.000, 0.000,0.000
2006-07-21 06:00:00,2.630, 0.000, 0.000,0.000
2006-07-21 06:10:00,2.650, 0.000, 0.000,0.000
2006-07-21 06:20:00,2.730, 0.000, 0.000,0.000
2006-07-21 06:30:00,2.990, 0.000, 0.000,0.000
2006-07-21 06:40:00,3.140, 0.000, 0.000,0.000
2006-07-21 06:50:00,2.850, 0.000, 0.000,0.000
2006-07-21 07:00:00,2.310, 0.000, 0.000,0.000
2006-07-21 07:10:00,1.570, 0.000, 0.000,0.000
2006-07-21 07:20:00,0.980, 0.000, 0.000,0.000
2006-07-21 07:30:00,0.850, 0.000, 0.000,0.000
2006-07-21 07:40:00,0.280, 0.000, 0.000,0.000
2006-07-21 07:50:00,0.440, 0.000, 0.000,0.000
2006-07-21 08:00:00,0.640, 0.000, 0.000,0.000
2006-07-21 08:10:00,0.800, 0.000, 0.000,0.000
2006-07-21 08:20:00,1.520, 0.000, 0.000,0.000
2006-07-21 08:30:00,1.890, 0.000, 0.000,0.000
2006-07-21 08:40:00,1.930, 0.000, 0.000,0.000
2006-07-21 08:50:00,2.080, 0.000, 0.000,0.000
2006-07-21 09:00:00,2.150, 0.000, 0.000,0.000
2006-07-21 09:10:00,2.620, 0.000, 0.000,0.000
2006-07-21 09:20:00,2.800, 0.000, 0.000,0.000
2006-07-21 09:30:00,2.540, 0.000, 0.000,0.000
2006-07-21 09:40:00,1.830, 0.000, 0.000,0.000
2006-07-21 09:50:00,1.140, 0.000, 0.000,0.000
2006-07-21 10:00:00,0.560, 0.000, 0.000,0.000
2006-07-21 10:10:00,0.470, 0.000, 0.000,0.000
2006-07-21 10:20:00,0.840, 0.000, 0.000,0.000
2006-07-21 10:30:00,1.240, 0.000, 0.000,0.000
2006-07-21 10:40:00,1.330, 0.000, 0.000,0.000
2006-07-21 10:50:00,1.370, 0.000, 0.000,0.000
2006-07-21 11:00:00,1.410, 0.000, 0.000,0.000
2006-07-21 11:10:00,1.360, 0.000, 0.000,0.000
2006-07-21 11:20:00,1.770, 0.000, 0.000,0.000
2006-07-21 11:30:00,2.290, 0.000, 0.000,0.000
2006-07-21 11:40:00,2.230, 0.000, 0.000,0.000
2006-07-21 11:50:00,1.900, 0.000, 0.000,0.000
2006-07-21 12:00:00,1.890, 0.000, 0.000,0.000
2006-07-21 12:10:00,1.860, 0.000, 0.000,0.000
2006-07-21 12:20:00,1.730, 0.000, 0.000,0.000
2006-07-21 12:30:00,1.790, 0.000, 0.000,0.000
2006-07-21 12:40:00,2.320, 0.000, 0.000,0.000
2006-07-21 12:50:00,3.100, 0.000, 0.000,0.000
2006-07-21 13:00:00,3.510, 0.150, 0.000,0.000
2006-07-21 13:10:00,4.340, 0.729, 0.000,0.000
2006-07-21 13:20:00,5.740, 2.271, 1.139,1.139
2006-07-21 13:30:00,6.960, 4.302, 1.646,1.646
2006-07-21 13:40:00,7.170, 4.746, 4.588,4.588
2006-07-21 13:50:00,6.730, 3.834, 3.494,3.494
2006-07-21 14:00:00,6.040, 2.730, 2.109,2.109
2006-07-21 14:10:00,5.370, 1.779, 0.000,0.000
2006-07-21 14:20:00,5.200, 1.608, 1.860,1.860
2006-07-21 14:30:00,5.050, 1.461, 1.837,1.837
2006-07-21 14:40:00,5.010, 1.416, 0.000,0.000
2006-07-21 14:50:00,5.340, 1.761, 1.247,1.247
2006-07-21 15:00:00,5.990, 2.670, 1.568,1.568
2006-07-21 15:10:00,6.690, 3.789, 3.366,3.366
2006-07-21 15:20:00,7.040, 4.515, 2.050,2.050
2006-07-21 15:30:00,6.660, 3.726, 2.851,2.851
2006-07-21 15:40:00,6.810, 4.035, 3.758,3.758
2006-07-21 15:50:00,6.320, 3.159, 3.032,3.032
2006-07-21 16:00:00,6.250, 3.060, 1.897,1.897
2006-07-21 16:10:00,6.260, 3.072, 3.332,3.332
2006-07-21 16:20:00,6.400, 3.279, 3.125,3.125
2006-07-21 16:30:00,6.180, 2.940, 2.872,2.872
2006-07-21 16:40:00,5.720, 2.250, 0.000,0.000
2006-07-21 16:50:00,5.630, 2.118, 2.193,2.193
2006-07-21 17:00:00,6.110, 2.820, 2.853,2.853
2006-07-21 17:10:00,6.400, 3.249, 2.822,2.822
2006-07-21 17:20:00,6.510, 3.414, 2.855,2.855
2006-07-21 17:30:00,7.150, 4.677, 3.535,3.535
2006-07-21 17:40:00,7.940, 6.507, 2.816,2.816
2006-07-21 17:50:00,8.220, 7.284, 6.619,6.619
2006-07-21 18:00:00,8.300, 7.500, 9.126,9.126
2006-07-21 18:10:00,8.410, 7.791, 8.603,8.603
2006-07-21 18:20:00,8.690, 8.580, 6.658,6.658
2006-07-21 18:30:00,8.460, 7.962, 7.873,7.873
2006-07-21 18:40:00,8.150, 7.098, 8.621,8.621
2006-07-21 18:50:00,7.680, 5.796, 5.752,5.752
2006-07-21 19:00:00,7.230, 4.863, 4.805,4.805
2006-07-21 19:10:00,7.170, 4.737, 2.838,2.838
2006-07-21 19:20:00,6.910, 4.191, 4.171,4.171
2006-07-21 19:30:00,6.710, 3.774, 4.115,4.115
2006-07-21 19:40:00,6.790, 3.945, 3.750,3.750
2006-07-21 19:50:00,6.630, 3.600, 3.823,3.823
2006-07-21 20:00:00,6.620, 3.579, 3.733,3.733
2006-07-21 20:10:00,6.820, 3.993, 3.284,3.284
2006-07-21 20:20:00,7.470, 5.343, 7.019,7.019
2006-07-21 20:30:00,8.270, 7.413, 5.224,5.224
2006-07-21 20:40:00,8.550, 8.166, 9.295,9.295
2006-07-21 20:50:00,9.230,10.377,10.992,10.992
2006-07-21 21:00:00,9.510,11.370,10.529,10.529
2006-07-21 21:10:00,8.700, 8.595, 7.150,7.150
2006-07-21 21:20:00,8.220, 7.245, 7.595,7.595
2006-07-21 21:30:00,7.710, 5.823, 6.006,6.006
2006-07-21 21:40:00,7.280, 4.932, 1.878,1.878
2006-07-21 21:50:00,8.320, 7.566, 8.319,8.319
2006-07-21 22:00:00,8.300, 7.509, 7.471,7.471
2006-07-21 22:10:00,9.500,11.292, 7.520,7.520
2006-07-21 22:20:00,9.740,12.105,11.773,11.773
2006-07-21 22:30:00,9.460,11.109,12.791,12.791
2006-07-21 22:40:00,9.830,12.366,15.085,15.085
2006-07-21 22:50:00,9.470,11.079,11.063,11.063
2006-07-21 23:00:00,9.480,11.136,11.358,11.358
2006-07-21 23:10:00,7.470, 5.298, 5.421,5.421
2006-07-21 23:20:00,12.520,23.103,24.603,24.603
2006-07-21 23:30:00,10.640,15.834,16.507,16.507
2006-07-21 23:40:00,11.100,17.670,17.422,17.422
2006-07-21 23:50:00,8.860, 9.204, 9.555,9.555
2006-07-22 00:00:00,5.810, 2.403, 2.393,2.393
2006-07-22 00:10:00,7.490, 5.463, 0.000,0.000
2006-07-22 00:20:00,8.570, 8.358, 8.406,8.406
2006-07-22 00:30:00,8.560, 8.292, 9.376,9.376
2006-07-22 00:40:00,7.640, 5.766, 5.091,5.091
2006-07-22 00:50:00,8.610, 8.460, 8.604,8.604
2006-07-22 01:00:00,5.380, 1.812, 0.217,0.217
2006-07-22 01:10:00,3.830, 0.387, 1.022,1.022
2006-07-22 01:20:00,5.760, 2.328, 1.325,1.325
2006-07-22 01:30:00,5.290, 1.704, 1.419,1.419
2006-07-22 01:40:00,4.710, 1.101, 0.004,0.004
2006-07-22 01:50:00,5.570, 2.034, 2.492,2.492
2006-07-22 02:00:00,4.800, 1.191, 0.978,0.978
2006-07-22 02:10:00,3.930, 0.450, 0.222,0.222
2006-07-22 02:20:00,5.870, 2.469, 3.030,3.030
2006-07-22 02:30:00,10.680,15.990,16.573,16.573
2006-07-22 02:40:00,11.080,17.670,16.254,16.254
2006-07-22 02:50:00,12.050,21.537,24.272,24.272
2006-07-22 03:00:00,14.130,28.146,29.886,29.886
2006-07-22 03:10:00,15.370,29.670,28.594,28.594
2006-07-22 03:20:00,16.400,29.949,30.000,30.000
2006-07-22 03:30:00,13.200,25.662,26.375,26.375
2006-07-22 03:40:00,14.110,28.110,28.771,28.771
2006-07-22 03:50:00,13.230,25.734,26.841,26.841
2006-07-22 04:00:00,14.490,28.710,29.738,29.738
2006-07-22 04:10:00,14.660,28.932,28.495,28.495
2006-07-22 04:20:00,15.550,29.724,30.000,30.000
2006-07-22 04:30:00,13.770,27.261,26.170,26.170
2006-07-22 04:40:00,13.220,25.773,25.250,25.250
2006-07-22 04:50:00,12.550,23.457,28.023,28.023
2006-07-22 05:00:00,12.550,23.478,21.812,21.812
2006-07-22 05:10:00,11.880,20.997,26.097,26.097
2006-07-22 05:20:00,12.520,23.361,25.185,25.185
2006-07-22 05:30:00,13.680,27.051,30.000,30.000
2006-07-22 05:40:00,12.650,23.862,25.321,25.321
2006-07-22 05:50:00,11.370,18.984,21.386,21.386
2006-07-22 06:00:00,10.720,16.401,13.526,13.526
2006-07-22 06:10:00,11.030,17.643,17.355,17.355
2006-07-22 06:20:00,11.360,18.945,19.369,19.369
2006-07-22 06:30:00,10.850,16.911,16.624,16.624
2006-07-22 06:40:00,11.020,17.595,18.591,18.591
2006-07-22 06:50:00,10.440,15.306,16.203,16.203
2006-07-22 07:00:00,9.810,12.756,13.395,13.395
2006-07-22 07:10:00,9.000, 9.864, 8.463,8.463
2006-07-22 07:20:00,8.360, 7.869, 7.144,7.144
2006-07-22 07:30:00,7.810, 6.336, 5.846,5.846
2006-07-22 07:40:00,7.850, 6.447, 6.303,6.303
2006-07-22 07:50:00,7.430, 5.397, 5.677,5.677
2006-07-22 08:00:00,6.880, 4.227, 3.899,3.899
2006-07-22 08:10:00,6.950, 4.389, 4.040,4.040
2006-07-22 08:20:00,8.670, 8.694, 7.735,7.735
2006-07-22 08:30:00,9.890,13.029,14.421,14.421
2006-07-22 08:40:00,10.500,15.513,17.261,17.261
2006-07-22 08:50:00,10.600,15.906,15.408,15.408
2006-07-22 09:00:00,10.240,14.460,10.310,10.310
2006-07-22 09:10:00,9.980,13.437,12.574,12.574
2006-07-22 09:20:00,9.880,13.035,13.152,13.152
2006-07-22 09:30:00,9.620,12.093,11.859,11.859
2006-07-22 09:40:00,9.510,11.700, 7.679,7.679
2006-07-22 09:50:00,9.530,11.775,12.659,12.659
2006-07-22 10:00:00,9.060,10.092, 9.971,9.971
2006-07-22 10:10:00,8.640, 8.679, 9.379,9.379
2006-07-22 10:20:00,8.260, 7.593, 5.581,5.581
2006-07-22 10:30:00,8.020, 6.942, 3.645,3.645
2006-07-22 10:40:00,7.680, 5.970, 4.953,4.953
2006-07-22 10:50:00,7.430, 5.406, 4.114,4.114
2006-07-22 11:00:00,7.340, 5.235, 5.331,5.331
2006-07-22 11:10:00,7.370, 5.295, 4.965,4.965
2006-07-22 11:20:00,7.000, 4.512, 3.136,3.136
2006-07-22 11:30:00,6.510, 3.495, 2.047,2.047
2006-07-22 11:40:00,6.120, 2.919, 2.760,2.760
2006-07-22 11:50:00,5.930, 2.628, 1.420,1.420
2006-07-22 12:00:00,5.880, 2.559, 1.693,1.693
2006-07-22 12:10:00,5.710, 2.304, 2.070,2.070
2006-07-22 12:20:00,5.470, 1.944, 2.054,2.054
2006-07-22 12:30:00,5.440, 1.896, 1.391,1.391
2006-07-22 12:40:00,5.530, 2.031, 2.022,2.022
2006-07-22 12:50:00,5.430, 1.890, 1.479,1.479
2006-07-22 13:00:00,5.310, 1.764, 1.492,1.492
2006-07-22 13:10:00,5.220, 1.674, 1.381,1.381
2006-07-22 13:20:00,5.080, 1.527, 1.821,1.821
2006-07-22 13:30:00,4.710, 1.137, 0.465,0.465
2006-07-22 13:40:00,4.580, 1.002, 0.000,0.000
2006-07-22 13:50:00,4.740, 1.167, 2.042,2.042
2006-07-22 14:00:00,4.880, 1.311, 1.120,1.120
2006-07-22 14:10:00,5.050, 1.482, 0.000,0.000
2006-07-22 14:20:00,5.020, 1.458, 1.285,1.285
2006-07-22 14:30:00,4.930, 1.359, 0.532,0.532
2006-07-22 14:40:00,4.700, 1.119, 0.000,0.000
2006-07-22 14:50:00,4.600, 1.017, 0.000,0.000
2006-07-22 15:00:00,4.540, 0.948, 0.664,0.664
2006-07-22 15:10:00,4.500, 0.915, 1.853,1.853
2006-07-22 15:20:00,4.390, 0.798, 0.599,0.599
2006-07-22 15:30:00,4.230, 0.675, 1.307,1.307
2006-07-22 15:40:00,4.070, 0.561, 0.745,0.745
2006-07-22 15:50:00,3.930, 0.462, 0.000,0.000
2006-07-22 16:00:00,3.780, 0.357, 0.845,0.845
2006-07-22 16:10:00,3.720, 0.312, 0.000,0.000
2006-07-22 16:20:00,3.720, 0.312, 0.000,0.000
2006-07-22 16:30:00,3.820, 0.381, 0.000,0.000
2006-07-22 16:40:00,3.860, 0.411, 0.951,0.951
2006-07-22 16:50:00,3.790, 0.354, 0.000,0.000
2006-07-22 17:00:00,3.760, 0.336, 0.000,0.000
2006-07-22 17:10:00,3.740, 0.318, 0.000,0.000
2006-07-22 17:20:00,3.650, 0.255, 0.000,0.000
2006-07-22 17:30:00,3.460, 0.123, 0.000,0.000
2006-07-22 17:40:00,3.260, 0.000, 0.000,0.000
2006-07-22 17:50:00,3.000, 0.000, 0.000,0.000
2006-07-22 18:00:00,2.760, 0.000, 0.000,0.000
2006-07-22 18:10:00,2.530, 0.000, 0.000,0.000
2006-07-22 18:20:00,2.430, 0.000, 0.000,0.000
2006-07-22 18:30:00,2.490, 0.000, 0.000,0.000
2006-07-22 18:40:00,2.700, 0.000, 0.000,0.000
2006-07-22 18:50:00,2.860, 0.000, 0.000,0.000
2006-07-22 19:00:00,2.780, 0.000, 0.000,0.000
2006-07-22 19:10:00,2.460, 0.000, 0.000,0.000
2006-07-22 19:20:00,2.070, 0.000, 0.000,0.000
2006-07-22 19:30:00,1.760, 0.000, 0.000,0.000
2006-07-22 19:40:00,1.610, 0.000, 0.000,0.000
2006-07-22 19:50:00,1.580, 0.000, 0.000,0.000
2006-07-22 20:00:00,1.470, 0.000, 0.000,0.000
2006-07-22 20:10:00,1.220, 0.000, 0.000,0.000
2006-07-22 20:20:00,0.940, 0.000, 0.000,0.000
2006-07-22 20:30:00,0.860, 0.000, 0.000,0.000
2006-07-22 20:40:00,1.280, 0.000, 0.000,0.000
2006-07-22 20:50:00,1.970, 0.000, 0.000,0.000
2006-07-22 21:00:00,2.920, 0.000, 0.000,0.000
2006-07-22 21:10:00,3.480, 0.129, 0.000,0.000
2006-07-22 21:20:00,3.410, 0.078, 0.000,0.000
2006-07-22 21:30:00,3.020, 0.000, 0.000,0.000
2006-07-22 21:40:00,2.530, 0.000, 0.000,0.000
2006-07-22 21:50:00,2.090, 0.000, 0.000,0.000
2006-07-22 22:00:00,1.960, 0.000, 0.000,0.000
2006-07-22 22:10:00,2.120, 0.000, 0.000,0.000
2006-07-22 22:20:00,2.170, 0.000, 0.000,0.000
2006-07-22 22:30:00,2.140, 0.000, 0.000,0.000
2006-07-22 22:40:00,2.190, 0.000, 0.000,0.000
2006-07-22 22:50:00,2.260, 0.000, 0.000,0.000
2006-07-22 23:00:00,2.340, 0.000, 0.000,0.000
2006-07-22 23:10:00,2.320, 0.000, 0.000,0.000
2006-07-22 23:20:00,2.310, 0.000, 0.000,0.000
2006-07-22 23:30:00,2.260, 0.000, 0.000,0.000
2006-07-22 23:40:00,2.390, 0.000, 0.000,0.000
2006-07-22 23:50:00,2.510, 0.000, 0.000,0.000
2006-07-23 00:00:00,2.580, 0.000, 0.000,0.000
2006-07-23 00:10:00,2.560, 0.000, 0.000,0.000
2006-07-23 00:20:00,2.690, 0.000, 0.000,0.000
2006-07-23 00:30:00,2.990, 0.000, 0.000,0.000
2006-07-23 00:40:00,3.310, 0.006, 0.391,0.391
2006-07-23 00:50:00,3.700, 0.276, 0.000,0.000
2006-07-23 01:00:00,3.930, 0.438, 0.000,0.000
2006-07-23 01:10:00,4.080, 0.546, 0.000,0.000
2006-07-23 01:20:00,4.320, 0.714, 0.000,0.000
2006-07-23 01:30:00,4.720, 1.098, 0.000,0.000
2006-07-23 01:40:00,5.070, 1.458, 0.000,0.000
2006-07-23 01:50:00,5.430, 1.824, 1.919,1.919
2006-07-23 02:00:00,5.610, 2.061, 1.294,1.294
2006-07-23 02:10:00,5.630, 2.100, 1.884,1.884
2006-07-23 02:20:00,5.670, 2.154, 2.471,2.471
2006-07-23 02:30:00,5.770, 2.316, 2.764,2.764
2006-07-23 02:40:00,6.160, 2.889, 1.956,1.956
2006-07-23 02:50:00,5.850, 2.430, 3.284,3.284
2006-07-23 03:00:00,5.160, 1.563, 2.158,2.158
2006-07-23 03:10:00,5.020, 1.419, 1.291,1.291
2006-07-23 03:20:00,5.320, 1.725, 1.706,1.706
2006-07-23 03:30:00,5.610, 2.088, 0.000,0.000
2006-07-23 03:40:00,5.940, 2.580, 2.199,2.199
2006-07-23 03:50:00,6.350, 3.186, 3.589,3.589
2006-07-23 04:00:00,6.580, 3.525, 3.462,3.462
2006-07-23 04:10:00,6.580, 3.528, 1.932,1.932
2006-07-23 04:20:00,6.720, 3.822, 4.087,4.087
2006-07-23 04:30:00,6.880, 4.167, 4.422,4.422
2006-07-23 04:40:00,6.950, 4.308, 4.842,4.842
2006-07-23 04:50:00,7.130, 4.686, 3.946,3.946
2006-07-23 05:00:00,7.350, 5.154, 5.453,5.453
2006-07-23 05:10:00,7.550, 5.562, 5.073,5.073
2006-07-23 05:20:00,7.740, 6.006, 5.545,5.545
2006-07-23 05:30:00,7.880, 6.399, 4.555,4.555
2006-07-23 05:40:00,7.970, 6.672, 5.513,5.513
2006-07-23 05:50:00,7.970, 6.669, 4.805,4.805
2006-07-23 06:00:00,8.010, 6.774, 7.655,7.655
2006-07-23 06:10:00,8.010, 6.777, 7.168,7.168
2006-07-23 06:20:00,8.110, 7.053, 6.781,6.781
2006-07-23 06:30:00,8.170, 7.224, 8.134,8.134
2006-07-23 06:40:00,8.210, 7.350, 8.122,8.122
2006-07-23 06:50:00,8.230, 7.389, 6.751,6.751
2006-07-23 07:00:00,8.280, 7.530, 9.670,9.670
2006-07-23 07:10:00,8.400, 7.872, 7.488,7.488
2006-07-23 07:20:00,8.490, 8.142, 8.992,8.992
2006-07-23 07:30:00,8.580, 8.394, 6.602,6.602
2006-07-23 07:40:00,8.760, 8.889, 7.731,7.731
2006-07-23 07:50:00,9.000, 9.750, 9.964,9.964
2006-07-23 08:00:00,9.170,10.371,10.424,10.424
2006-07-23 08:10:00,9.400,11.181,11.118,11.118
2006-07-23 08:20:00,9.450,11.349,12.384,12.384
2006-07-23 08:30:00,9.410,11.205, 7.034,7.034
2006-07-23 08:40:00,9.420,11.247,13.610,13.610
2006-07-23 08:50:00,9.430,11.307, 9.973,9.973
2006-07-23 09:00:00,9.450,11.367,10.372,10.372
2006-07-23 09:10:00,9.330,10.947,10.646,10.646
2006-07-23 09:20:00,9.220,10.539, 9.570,9.570
2006-07-23 09:30:00,9.170,10.368, 8.808,8.808
2006-07-23 09:40:00,9.180,10.407,10.098,10.098
2006-07-23 09:50:00,9.220,10.545,10.870,10.870
2006-07-23 10:00:00,9.270,10.752, 9.327,9.327
2006-07-23 10:10:00,9.330,10.938,11.931,11.931
2006-07-23 10:20:00,9.260,10.722,11.858,11.858
2006-07-23 10:30:00,9.110,10.176, 9.189,9.189
2006-07-23 10:40:00,8.910, 9.459, 7.907,7.907
2006-07-23 10:50:00,8.710, 8.766, 8.603,8.603
2006-07-23 11:00:00,8.490, 8.163, 9.716,9.716
2006-07-23 11:10:00,8.290, 7.617, 4.983,4.983
2006-07-23 11:20:00,8.200, 7.344, 7.278,7.278
2006-07-23 11:30:00,8.100, 7.074, 4.680,4.680
2006-07-23 11:40:00,8.070, 6.999, 5.305,5.305
2006-07-23 11:50:00,8.030, 6.888, 6.385,6.385
2006-07-23 12:00:00,7.960, 6.696, 6.918,6.918
2006-07-23 12:10:00,7.830, 6.333, 4.347,4.347
2006-07-23 12:20:00,7.710, 5.982, 6.302,6.302
2006-07-23 12:30:00,7.630, 5.781, 3.853,3.853
2006-07-23 12:40:00,7.610, 5.724, 6.347,6.347
2006-07-23 12:50:00,7.630, 5.760, 5.792,5.792
2006-07-23 13:00:00,7.530, 5.553, 5.047,5.047
2006-07-23 13:10:00,7.270, 5.019, 2.989,2.989
2006-07-23 13:20:00,7.140, 4.737, 4.672,4.672
2006-07-23 13:30:00,6.870, 4.161, 4.307,4.307
2006-07-23 13:40:00,6.260, 3.078, 2.320,2.320
2006-07-23 13:50:00,6.060, 2.769, 2.936,2.936
2006-07-23 14:00:00,5.860, 2.481, 2.708,2.708
2006-07-23 14:10:00,5.760, 2.328, 2.077,2.077
2006-07-23 14:20:00,5.620, 2.106, 1.346,1.346
2006-07-23 14:30:00,5.320, 1.737, 2.392,2.392
2006-07-23 14:40:00,5.140, 1.548, 1.293,1.293
2006-07-23 14:50:00,4.900, 1.296, 1.344,1.344
2006-07-23 15:00:00,4.660, 1.050, 0.000,0.000
2006-07-23 15:10:00,4.380, 0.762, 0.113,0.113
2006-07-23 15:20:00,3.950, 0.462, 0.000,0.000
2006-07-23 15:30:00,3.650, 0.249, 0.635,0.635
2006-07-23 15:40:00,3.450, 0.111, 0.022,0.022
2006-07-23 15:50:00,3.270, 0.000, 0.000,0.000
2006-07-23 16:00:00,3.200, 0.000, 0.000,0.000
2006-07-23 16:10:00,3.230, 0.000, 0.000,0.000
2006-07-23 16:20:00,3.310, 0.006, 0.000,0.000
2006-07-23 16:30:00,3.390, 0.063, 0.810,0.810
2006-07-23 16:40:00,3.540, 0.171, 0.000,0.000
2006-07-23 16:50:00,3.530, 0.162, 0.000,0.000
2006-07-23 17:00:00,3.490, 0.132, 0.381,0.381
2006-07-23 17:10:00,3.520, 0.150, 0.000,0.000
2006-07-23 17:20:00,3.530, 0.162, 0.218,0.218
2006-07-23 17:30:00,3.650, 0.240, 0.000,0.000
2006-07-23 17:40:00,3.720, 0.288, 0.000,0.000
2006-07-23 17:50:00,3.700, 0.273, 0.593,0.593
2006-07-23 18:00:00,3.670, 0.258, 0.320,0.320
2006-07-23 18:10:00,3.610, 0.216, 0.485,0.485
2006-07-23 18:20:00,3.560, 0.174, 0.111,0.111
2006-07-23 18:30:00,3.440, 0.090, 0.318,0.318
2006-07-23 18:40:00,3.330, 0.015, 0.687,0.687
2006-07-23 18:50:00,3.220, 0.000, 0.000,0.000
2006-07-23 19:00:00,3.050, 0.000, 0.000,0.000
2006-07-23 19:10:00,2.920, 0.000, 0.000,0.000
2006-07-23 19:20:00,2.870, 0.000, 0.000,0.000
2006-07-23 19:30:00,2.880, 0.000, 0.000,0.000
2006-07-23 19:40:00,2.920, 0.000, 0.000,0.000
2006-07-23 19:50:00,2.880, 0.000, 0.000,0.000
2006-07-23 20:00:00,2.740, 0.000, 0.000,0.000
2006-07-23 20:10:00,2.580, 0.000, 0.000,0.000
2006-07-23 20:20:00,2.480, 0.000, 0.000,0.000
2006-07-23 20:30:00,2.390, 0.000, 0.000,0.000
2006-07-23 20:40:00,2.360, 0.000, 0.000,0.000
2006-07-23 20:50:00,2.400, 0.000, 0.000,0.000
2006-07-23 21:00:00,2.430, 0.000, 0.000,0.000
2006-07-23 21:10:00,2.480, 0.000, 0.000,0.000
2006-07-23 21:20:00,2.540, 0.000, 0.000,0.000
2006-07-23 21:30:00,2.590, 0.000, 0.000,0.000
2006-07-23 21:40:00,2.730, 0.000, 0.000,0.000
2006-07-23 21:50:00,3.050, 0.000, 0.000,0.000
2006-07-23 22:00:00,3.460, 0.096, 0.000,0.000
2006-07-23 22:10:00,3.720, 0.276, 0.000,0.000
2006-07-23 22:20:00,3.730, 0.285, 0.277,0.277
2006-07-23 22:30:00,3.660, 0.237, 0.708,0.708
