Date(YYYY-MM-DD hh:mm:ss),windspeed,ratedpoweroutput,SCORE,CorrectedScore
2006-01-01 00:00:00,20.910,30.000,30.000,30.000
2006-01-01 00:10:00,21.070,30.000,30.000,30.000
2006-01-01 00:20:00,21.120,30.000,29.143,29.143
2006-01-01 00:30:00,21.200,30.000,30.000,30.000
2006-01-01 00:40:00,21.160,30.000,30.000,30.000
2006-01-01 00:50:00,21.080,30.000,29.893,29.893
2006-01-01 01:00:00,20.970,30.000,28.965,28.965
2006-01-01 01:10:00,20.870,30.000,30.000,30.000
2006-01-01 01:20:00,20.770,30.000,30.000,30.000
2006-01-01 01:30:00,20.710,30.000,27.912,27.912
2006-01-01 01:40:00,20.930,30.000,29.709,29.709
2006-01-01 01:50:00,21.090,30.000,28.829,28.829
2006-01-01 02:00:00,21.350,30.000,30.000,30.000
2006-01-01 02:10:00,21.580,30.000,29.549,29.549
2006-01-01 02:20:00,21.790,30.000,30.000,30.000
2006-01-01 02:30:00,21.930,30.000,30.000,30.000
2006-01-01 02:40:00,22.080,30.000,28.816,28.816
2006-01-01 02:50:00,22.180,30.000,30.000,30.000
2006-01-01 03:00:00,22.170,30.000,30.000,30.000
2006-01-01 03:10:00,22.170,30.000,30.000,30.000
2006-01-01 03:20:00,22.340,30.000,30.000,30.000
2006-01-01 03:30:00,22.300,30.000,30.000,30.000
2006-01-01 03:40:00,22.450,30.000,30.000,30.000
2006-01-01 03:50:00,22.390,30.000,30.000,30.000
2006-01-01 04:00:00,22.310,30.000,30.000,30.000
2006-01-01 04:10:00,22.230,30.000,30.000,30.000
2006-01-01 04:20:00,22.290,30.000,28.205,28.205
2006-01-01 04:30:00,22.360,30.000,30.000,30.000
2006-01-01 04:40:00,22.590,30.000,30.000,30.000
2006-01-01 04:50:00,22.920,30.000,29.022,29.022
2006-01-01 05:00:00,23.220,30.000,30.000,30.000
2006-01-01 05:10:00,23.210,30.000,30.000,30.000
2006-01-01 05:20:00,23.270,30.000,28.802,28.802
2006-01-01 05:30:00,23.450,30.000,29.777,29.777
2006-01-01 05:40:00,23.570,30.000,30.000,30.000
2006-01-01 05:50:00,23.500,30.000,30.000,30.000
2006-01-01 06:00:00,23.670,30.000,30.000,30.000
2006-01-01 06:10:00,23.770,30.000,30.000,30.000
2006-01-01 06:20:00,23.800,30.000,30.000,30.000
2006-01-01 06:30:00,23.490,30.000,29.135,29.135
2006-01-01 06:40:00,23.190,30.000,28.380,28.380
2006-01-01 06:50:00,22.840,30.000,28.820,28.820
2006-01-01 07:00:00,22.720,30.000,29.601,29.601
2006-01-01 07:10:00,22.290,30.000,28.789,28.789
2006-01-01 07:20:00,21.980,30.000,30.000,30.000
2006-01-01 07:30:00,21.800,30.000,30.000,30.000
2006-01-01 07:40:00,22.130,30.000,29.775,29.775
2006-01-01 07:50:00,22.000,30.000,30.000,30.000
2006-01-01 08:00:00,21.420,30.000,29.659,29.659
2006-01-01 08:10:00,21.080,30.000,30.000,30.000
2006-01-01 08:20:00,20.920,30.000,30.000,30.000
2006-01-01 08:30:00,20.880,30.000,30.000,30.000
2006-01-01 08:40:00,20.920,30.000,30.000,30.000
2006-01-01 08:50:00,21.080,30.000,29.059,29.059
2006-01-01 09:00:00,21.330,30.000,30.000,30.000
2006-01-01 09:10:00,21.560,30.000,28.746,28.746
2006-01-01 09:20:00,21.120,30.000,30.000,30.000
2006-01-01 09:30:00,20.510,30.000,28.334,28.334
2006-01-01 09:40:00,20.740,30.000,30.000,30.000
2006-01-01 09:50:00,20.690,30.000,29.492,29.492
2006-01-01 10:00:00,20.670,30.000,30.000,30.000
2006-01-01 10:10:00,20.830,30.000,28.178,28.178
2006-01-01 10:20:00,20.910,30.000,30.000,30.000
2006-01-01 10:30:00,20.860,30.000,29.914,29.914
2006-01-01 10:40:00,20.910,30.000,30.000,30.000
2006-01-01 10:50:00,21.070,30.000,30.000,30.000
2006-01-01 11:00:00,21.500,30.000,30.000,30.000
2006-01-01 11:10:00,21.510,30.000,30.000,30.000
2006-01-01 11:20:00,21.600,30.000,27.731,27.731
2006-01-01 11:30:00,21.620,30.000,30.000,30.000
2006-01-01 11:40:00,21.630,30.000,28.601,28.601
2006-01-01 11:50:00,21.620,30.000,29.665,29.665
2006-01-01 12:00:00,21.780,30.000,29.833,29.833
2006-01-01 12:10:00,22.010,30.000,30.000,30.000
2006-01-01 12:20:00,22.090,30.000,28.308,28.308
2006-01-01 12:30:00,22.130,30.000,29.160,29.160
2006-01-01 12:40:00,21.830,30.000,30.000,30.000
2006-01-01 12:50:00,21.550,30.000,30.000,30.000
2006-01-01 13:00:00,21.230,30.000,30.000,30.000
2006-01-01 13:10:00,21.150,30.000,29.416,29.416
2006-01-01 13:20:00,20.920,30.000,29.372,29.372
2006-01-01 13:30:00,20.740,30.000,30.000,30.000
2006-01-01 13:40:00,20.510,30.000,27.868,27.868
2006-01-01 13:50:00,20.580,30.000,29.299,29.299
2006-01-01 14:00:00,20.680,30.000,30.000,30.000
2006-01-01 14:10:00,20.810,30.000,30.000,30.000
2006-01-01 14:20:00,21.240,30.000,30.000,30.000
2006-01-01 14:30:00,21.700,30.000,30.000,30.000
2006-01-01 14:40:00,22.780,30.000,29.597,29.597
2006-01-01 14:50:00,23.000,30.000,29.830,29.830
2006-01-01 15:00:00,23.060,30.000,30.000,30.000
2006-01-01 15:10:00,22.800,30.000,30.000,30.000
2006-01-01 15:20:00,22.740,30.000,29.940,29.940
2006-01-01 15:30:00,22.980,30.000,30.000,30.000
2006-01-01 15:40:00,22.970,30.000,30.000,30.000
2006-01-01 15:50:00,22.730,30.000,30.000,30.000
2006-01-01 16:00:00,22.950,30.000,29.225,29.225
2006-01-01 16:10:00,22.890,30.000,29.026,29.026
2006-01-01 16:20:00,22.660,30.000,30.000,30.000
2006-01-01 16:30:00,22.580,30.000,30.000,30.000
