Date(YYYY-MM-DD hh:mm:ss),windspeed,ratedpoweroutput,SCORE,CorrectedScore
2006-01-01 00:00:00,19.680,30.000,30.000,30.000
2006-01-01 00:10:00,19.800,30.000,29.848,29.848
2006-01-01 00:20:00,19.920,30.000,28.190,28.190
2006-01-01 00:30:00,20.070,30.000,29.694,29.694
2006-01-01 00:40:00,20.020,30.000,30.000,30.000
2006-01-01 00:50:00,19.740,30.000,30.000,30.000
2006-01-01 01:00:00,19.360,30.000,29.597,29.597
2006-01-01 01:10:00,19.370,30.000,29.891,29.891
2006-01-01 01:20:00,19.460,30.000,29.861,29.861
2006-01-01 01:30:00,19.650,30.000,30.000,30.000
2006-01-01 01:40:00,19.580,30.000,30.000,30.000
2006-01-01 01:50:00,19.750,30.000,29.994,29.994
2006-01-01 02:00:00,19.990,30.000,30.000,30.000
2006-01-01 02:10:00,20.100,30.000,30.000,30.000
2006-01-01 02:20:00,20.270,30.000,30.000,30.000
2006-01-01 02:30:00,20.490,30.000,30.000,30.000
2006-01-01 02:40:00,20.550,30.000,30.000,30.000
2006-01-01 02:50:00,20.570,30.000,28.764,28.764
2006-01-01 03:00:00,20.480,30.000,29.387,29.387
2006-01-01 03:10:00,20.450,30.000,30.000,30.000
2006-01-01 03:20:00,20.490,30.000,30.000,30.000
2006-01-01 03:30:00,20.580,30.000,30.000,30.000
2006-01-01 03:40:00,20.690,30.000,30.000,30.000
2006-01-01 03:50:00,20.500,30.000,28.817,28.817
2006-01-01 04:00:00,20.220,30.000,30.000,30.000
2006-01-01 04:10:00,20.160,30.000,30.000,30.000
2006-01-01 04:20:00,20.010,30.000,29.007,29.007
2006-01-01 04:30:00,20.180,30.000,29.259,29.259
2006-01-01 04:40:00,20.290,30.000,29.730,29.730
2006-01-01 04:50:00,20.580,30.000,30.000,30.000
2006-01-01 05:00:00,21.130,30.000,29.521,29.521
2006-01-01 05:10:00,21.330,30.000,30.000,30.000
2006-01-01 05:20:00,21.450,30.000,30.000,30.000
2006-01-01 05:30:00,21.740,30.000,30.000,30.000
2006-01-01 05:40:00,21.940,30.000,29.552,29.552
2006-01-01 05:50:00,21.930,30.000,30.000,30.000
2006-01-01 06:00:00,22.150,30.000,30.000,30.000
2006-01-01 06:10:00,21.980,30.000,30.000,30.000
2006-01-01 06:20:00,21.950,30.000,30.000,30.000
2006-01-01 06:30:00,21.900,30.000,30.000,30.000
2006-01-01 06:40:00,21.800,30.000,29.584,29.584
2006-01-01 06:50:00,21.730,30.000,28.406,28.406
2006-01-01 07:00:00,21.790,30.000,30.000,30.000
2006-01-01 07:10:00,21.430,30.000,29.229,29.229
2006-01-01 07:20:00,21.110,30.000,28.800,28.800
2006-01-01 07:30:00,20.770,30.000,29.514,29.514
2006-01-01 07:40:00,20.890,30.000,28.517,28.517
2006-01-01 07:50:00,21.270,30.000,30.000,30.000
2006-01-01 08:00:00,20.850,30.000,30.000,30.000
2006-01-01 08:10:00,20.540,30.000,29.555,29.555
2006-01-01 08:20:00,20.440,30.000,30.000,30.000
2006-01-01 08:30:00,20.270,30.000,27.181,27.181
2006-01-01 08:40:00,20.070,30.000,30.000,30.000
2006-01-01 08:50:00,20.280,30.000,30.000,30.000
2006-01-01 09:00:00,20.410,30.000,29.824,29.824
2006-01-01 09:10:00,20.330,30.000,29.254,29.254
2006-01-01 09:20:00,19.920,30.000,30.000,30.000
2006-01-01 09:30:00,19.800,30.000,30.000,30.000
2006-01-01 09:40:00,19.620,30.000,30.000,30.000
2006-01-01 09:50:00,19.310,30.000,30.000,30.000
2006-01-01 10:00:00,19.280,30.000,30.000,30.000
2006-01-01 10:10:00,19.420,30.000,28.564,28.564
2006-01-01 10:20:00,19.390,30.000,28.745,28.745
2006-01-01 10:30:00,19.330,30.000,30.000,30.000
2006-01-01 10:40:00,19.610,30.000,29.134,29.134
2006-01-01 10:50:00,20.020,30.000,30.000,30.000
2006-01-01 11:00:00,20.380,30.000,30.000,30.000
2006-01-01 11:10:00,20.480,30.000,30.000,30.000
2006-01-01 11:20:00,20.790,30.000,30.000,30.000
2006-01-01 11:30:00,21.110,30.000,30.000,30.000
