Date(YYYY-MM-DD hh:mm:ss),windspeed,ratedpoweroutput,SCORE,CorrectedScore
2006-01-01 00:00:00,17.490,29.997,30.000,30.000
2006-01-01 00:10:00,18.090,30.000,29.925,29.925
2006-01-01 00:20:00,18.800,30.000,28.573,28.573
2006-01-01 00:30:00,19.420,30.000,30.000,30.000
2006-01-01 00:40:00,19.930,30.000,29.592,29.592
2006-01-01 00:50:00,20.210,30.000,30.000,30.000
2006-01-01 01:00:00,20.210,30.000,30.000,30.000
2006-01-01 01:10:00,19.960,30.000,30.000,30.000
2006-01-01 01:20:00,19.700,30.000,29.189,29.189
2006-01-01 01:30:00,19.720,30.000,30.000,30.000
2006-01-01 01:40:00,19.850,30.000,28.601,28.601
2006-01-01 01:50:00,19.910,30.000,29.695,29.695
2006-01-01 02:00:00,20.070,30.000,30.000,30.000
2006-01-01 02:10:00,20.400,30.000,30.000,30.000
2006-01-01 02:20:00,20.870,30.000,29.951,29.951
2006-01-01 02:30:00,21.670,30.000,30.000,30.000
2006-01-01 02:40:00,22.620,30.000,29.659,29.659
2006-01-01 02:50:00,23.360,30.000,30.000,30.000
2006-01-01 03:00:00,23.900,30.000,28.753,28.753
2006-01-01 03:10:00,24.290,30.000,30.000,30.000
2006-01-01 03:20:00,24.750,30.000,30.000,30.000
2006-01-01 03:30:00,25.990,30.000,30.000,30.000
2006-01-01 03:40:00,27.450,27.870,28.036,28.036
2006-01-01 03:50:00,28.480, 0.000, 0.000,0.000
2006-01-01 04:00:00,29.120, 0.000, 0.000,0.000
2006-01-01 04:10:00,29.440, 0.000, 0.000,0.000
2006-01-01 04:20:00,29.520, 0.000, 0.000,0.000
2006-01-01 04:30:00,29.390, 0.000, 0.000,0.000
2006-01-01 04:40:00,29.460, 0.000, 0.000,0.000
2006-01-01 04:50:00,29.770, 0.000, 0.000,0.000
2006-01-01 05:00:00,30.200, 0.000, 0.000,0.000
2006-01-01 05:10:00,30.480, 0.000, 0.000,0.000
2006-01-01 05:20:00,30.790, 0.000, 0.000,0.000
2006-01-01 05:30:00,31.120, 0.000, 0.000,0.000
