Date(YYYY-MM-DD hh:mm:ss),windspeed,ratedpoweroutput,SCORE,CorrectedScore
2006-01-01 00:00:00,22.720,30.000,30.000,30.000
2006-01-01 00:10:00,23.210,30.000,30.000,30.000
2006-01-01 00:20:00,23.780,30.000,29.256,29.256
2006-01-01 00:30:00,24.260,30.000,30.000,30.000
2006-01-01 00:40:00,24.670,30.000,29.883,29.883
2006-01-01 00:50:00,24.860,30.000,30.000,30.000
2006-01-01 01:00:00,24.790,30.000,29.452,29.452
2006-01-01 01:10:00,24.570,30.000,30.000,30.000
2006-01-01 01:20:00,24.490,30.000,30.000,30.000
2006-01-01 01:30:00,24.590,30.000,30.000,30.000
2006-01-01 01:40:00,24.640,30.000,30.000,30.000
2006-01-01 01:50:00,24.590,30.000,30.000,30.000
2006-01-01 02:00:00,24.640,30.000,30.000,30.000
2006-01-01 02:10:00,24.920,30.000,30.000,30.000
2006-01-01 02:20:00,25.450,30.000,28.966,28.966
2006-01-01 02:30:00,26.240,30.000,30.000,30.000
2006-01-01 02:40:00,26.980,30.000,30.000,30.000
2006-01-01 02:50:00,27.420,30.000,29.265,29.265
2006-01-01 03:00:00,27.690,23.703,22.091,22.091
2006-01-01 03:10:00,27.870,18.792,17.263,17.263
2006-01-01 03:20:00,28.380, 4.719, 0.000,0.000
2006-01-01 03:30:00,29.320, 0.000, 0.000,0.000
2006-01-01 03:40:00,30.040, 0.000, 0.000,0.000
2006-01-01 03:50:00,30.390, 0.000, 0.000,0.000
2006-01-01 04:00:00,30.540, 0.000, 0.000,0.000
2006-01-01 04:10:00,30.540, 0.000, 0.000,0.000
2006-01-01 04:20:00,30.530, 0.000, 0.000,0.000
2006-01-01 04:30:00,30.590, 0.000, 0.000,0.000
2006-01-01 04:40:00,30.930, 0.000, 0.000,0.000
2006-01-01 04:50:00,31.340, 0.000, 0.000,0.000
2006-01-01 05:00:00,31.680, 0.000, 0.000,0.000
2006-01-01 05:10:00,31.990, 0.000, 0.000,0.000
2006-01-01 05:20:00,32.400, 0.000, 0.000,0.000
2006-01-01 05:30:00,32.840, 0.000, 0.000,0.000
2006-01-01 05:40:00,33.120, 0.000, 0.000,0.000
2006-01-01 05:50:00,33.190, 0.000, 0.000,0.000
2006-01-01 06:00:00,33.280, 0.000, 0.000,0.000
2006-01-01 06:10:00,33.280, 0.000, 0.000,0.000
2006-01-01 06:20:00,33.190, 0.000, 0.000,0.000
2006-01-01 06:30:00,33.140, 0.000, 0.000,0.000
2006-01-01 06:40:00,33.100, 0.000, 0.000,0.000
2006-01-01 06:50:00,32.990, 0.000, 0.000,0.000
2006-01-01 07:00:00,32.860, 0.000, 0.000,0.000
2006-01-01 07:10:00,32.800, 0.000, 0.000,0.000
2006-01-01 07:20:00,32.800, 0.000, 0.000,0.000
2006-01-01 07:30:00,32.860, 0.000, 0.000,0.000
2006-01-01 07:40:00,32.870, 0.000, 0.000,0.000
2006-01-01 07:50:00,32.840, 0.000, 0.000,0.000
2006-01-01 08:00:00,32.750, 0.000, 0.000,0.000
2006-01-01 08:10:00,32.590, 0.000, 0.000,0.000
2006-01-01 08:20:00,32.240, 0.000, 0.000,0.000
2006-01-01 08:30:00,31.800, 0.000, 0.000,0.000
2006-01-01 08:40:00,31.350, 0.000, 0.000,0.000
2006-01-01 08:50:00,30.910, 0.000, 0.000,0.000
2006-01-01 09:00:00,30.540, 0.000, 0.000,0.000
2006-01-01 09:10:00,30.170, 0.000, 0.000,0.000
2006-01-01 09:20:00,29.900, 0.000, 0.000,0.000
2006-01-01 09:30:00,29.520, 0.000, 0.000,0.000
2006-01-01 09:40:00,28.990, 0.000, 0.000,0.000
2006-01-01 09:50:00,28.340, 5.229, 5.246,0.000
2006-01-01 10:00:00,27.430,30.000,30.000,0.000
2006-01-01 10:10:00,26.430,30.000,29.954,0.000
2006-01-01 10:20:00,25.550,30.000,30.000,0.000
2006-01-01 10:30:00,25.020,30.000,30.000,0.000
2006-01-01 10:40:00,24.850,30.000,30.000,0.000
2006-01-01 10:50:00,24.550,30.000,28.654,0.000
2006-01-01 11:00:00,24.160,30.000,29.312,0.000
2006-01-01 11:10:00,23.860,30.000,30.000,0.000
2006-01-01 11:20:00,23.740,30.000,30.000,0.000
2006-01-01 11:30:00,23.790,30.000,28.771,0.000
2006-01-01 11:40:00,23.730,30.000,30.000,0.000
2006-01-01 11:50:00,23.590,30.000,30.000,0.000
2006-01-01 12:00:00,23.510,30.000,30.000,0.000
2006-01-01 12:10:00,23.430,30.000,30.000,0.000
2006-01-01 12:20:00,23.340,30.000,28.464,0.000
2006-01-01 12:30:00,23.220,30.000,30.000,0.000
2006-01-01 12:40:00,23.210,30.000,29.018,0.000
